,Statistic,Year,State,UNIT,VALUE
996,Intermediate Consumption - Financial Intermediation Services Indirect,1994,State,Euro Million,56.0
997,Intermediate Consumption - Financial Intermediation Services Indirect,1995,State,Euro Million,61.0
998,Intermediate Consumption - Financial Intermediation Services Indirect,1996,State,Euro Million,63.0
999,Intermediate Consumption - Financial Intermediation Services Indirect,1997,State,Euro Million,64.0
1000,Intermediate Consumption - Financial Intermediation Services Indirect,1998,State,Euro Million,64.0
1001,Intermediate Consumption - Financial Intermediation Services Indirect,1999,State,Euro Million,79.0
1002,Intermediate Consumption - Financial Intermediation Services Indirect,2000,State,Euro Million,64.0
1003,Intermediate Consumption - Financial Intermediation Services Indirect,2001,State,Euro Million,65.0
1004,Intermediate Consumption - Financial Intermediation Services Indirect,2002,State,Euro Million,61.0
1005,Intermediate Consumption - Financial Intermediation Services Indirect,2003,State,Euro Million,68.0
1006,Intermediate Consumption - Financial Intermediation Services Indirect,2004,State,Euro Million,83.0
1007,Intermediate Consumption - Financial Intermediation Services Indirect,2005,State,Euro Million,91.0
1008,Intermediate Consumption - Financial Intermediation Services Indirect,2006,State,Euro Million,110.0
1009,Intermediate Consumption - Financial Intermediation Services Indirect,2007,State,Euro Million,111.0
1010,Intermediate Consumption - Financial Intermediation Services Indirect,2008,State,Euro Million,124.0
1011,Intermediate Consumption - Financial Intermediation Services Indirect,2009,State,Euro Million,87.0
1012,Intermediate Consumption - Financial Intermediation Services Indirect,2010,State,Euro Million,53.0
1013,Intermediate Consumption - Financial Intermediation Services Indirect,2011,State,Euro Million,62.8
1014,Intermediate Consumption - Financial Intermediation Services Indirect,2012,State,Euro Million,58.0
1015,Intermediate Consumption - Financial Intermediation Services Indirect,2013,State,Euro Million,52.7
1016,Intermediate Consumption - Financial Intermediation Services Indirect,2014,State,Euro Million,59.1
1017,Intermediate Consumption - Financial Intermediation Services Indirect,2015,State,Euro Million,116.5
1018,Intermediate Consumption - Financial Intermediation Services Indirect,2016,State,Euro Million,157.6
1019,Intermediate Consumption - Financial Intermediation Services Indirect,2017,State,Euro Million,164.5
1020,Intermediate Consumption - Financial Intermediation Services Indirect,2018,State,Euro Million,132.7
1021,Intermediate Consumption - Financial Intermediation Services Indirect,2019,State,Euro Million,134.6
1022,Intermediate Consumption - Financial Intermediation Services Indirect,2020,State,Euro Million,114.5
1023,Intermediate Consumption - Financial Intermediation Services Indirect,2021,State,Euro Million,
1024,Intermediate Consumption - Seeds,1990,State,Euro Million,42.0
1025,Intermediate Consumption - Seeds,1991,State,Euro Million,43.8
1026,Intermediate Consumption - Seeds,1992,State,Euro Million,46.4
1027,Intermediate Consumption - Seeds,1993,State,Euro Million,46.9
1028,Intermediate Consumption - Seeds,1994,State,Euro Million,50.0
1029,Intermediate Consumption - Seeds,1995,State,Euro Million,60.6
1030,Intermediate Consumption - Seeds,1996,State,Euro Million,66.1
1031,Intermediate Consumption - Seeds,1997,State,Euro Million,65.8
1032,Intermediate Consumption - Seeds,1998,State,Euro Million,66.2
1033,Intermediate Consumption - Seeds,1999,State,Euro Million,55.6
1034,Intermediate Consumption - Seeds,2000,State,Euro Million,59.7
1035,Intermediate Consumption - Seeds,2001,State,Euro Million,73.3
1036,Intermediate Consumption - Seeds,2002,State,Euro Million,74.3
1037,Intermediate Consumption - Seeds,2003,State,Euro Million,81.4
1038,Intermediate Consumption - Seeds,2004,State,Euro Million,84.3
1039,Intermediate Consumption - Seeds,2005,State,Euro Million,85.5
1040,Intermediate Consumption - Seeds,2006,State,Euro Million,92.6
1041,Intermediate Consumption - Seeds,2007,State,Euro Million,105.6
1042,Intermediate Consumption - Seeds,2008,State,Euro Million,110.5
1043,Intermediate Consumption - Seeds,2009,State,Euro Million,86.7
1044,Intermediate Consumption - Seeds,2010,State,Euro Million,51.7
1045,Intermediate Consumption - Seeds,2011,State,Euro Million,56.3
1046,Intermediate Consumption - Seeds,2012,State,Euro Million,63.6
1047,Intermediate Consumption - Seeds,2013,State,Euro Million,75.5
1048,Intermediate Consumption - Seeds,2014,State,Euro Million,67.2
1049,Intermediate Consumption - Seeds,2015,State,Euro Million,68.3
1050,Intermediate Consumption - Seeds,2016,State,Euro Million,70.2
1051,Intermediate Consumption - Seeds,2017,State,Euro Million,67.4
1052,Intermediate Consumption - Seeds,2018,State,Euro Million,74.6
1053,Intermediate Consumption - Seeds,2019,State,Euro Million,85.6
1054,Intermediate Consumption - Seeds,2020,State,Euro Million,74.5
1055,Intermediate Consumption - Seeds,2021,State,Euro Million,
1056,Intermediate Consumption - Energy and Lubricants,1990,State,Euro Million,165.0
1057,Intermediate Consumption - Energy and Lubricants,1991,State,Euro Million,164.8
1058,Intermediate Consumption - Energy and Lubricants,1992,State,Euro Million,155.4
1059,Intermediate Consumption - Energy and Lubricants,1993,State,Euro Million,158.9
1060,Intermediate Consumption - Energy and Lubricants,1994,State,Euro Million,158.8
1061,Intermediate Consumption - Energy and Lubricants,1995,State,Euro Million,161.2
1062,Intermediate Consumption - Energy and Lubricants,1996,State,Euro Million,186.7
1063,Intermediate Consumption - Energy and Lubricants,1997,State,Euro Million,187.4
1064,Intermediate Consumption - Energy and Lubricants,1998,State,Euro Million,185.8
1065,Intermediate Consumption - Energy and Lubricants,1999,State,Euro Million,189.5
1066,Intermediate Consumption - Energy and Lubricants,2000,State,Euro Million,217.7
1067,Intermediate Consumption - Energy and Lubricants,2001,State,Euro Million,242.8
1068,Intermediate Consumption - Energy and Lubricants,2002,State,Euro Million,221.5
1069,Intermediate Consumption - Energy and Lubricants,2003,State,Euro Million,227.7
1070,Intermediate Consumption - Energy and Lubricants,2004,State,Euro Million,237.6
1071,Intermediate Consumption - Energy and Lubricants,2005,State,Euro Million,300.3
1072,Intermediate Consumption - Energy and Lubricants,2006,State,Euro Million,329.8
1073,Intermediate Consumption - Energy and Lubricants,2007,State,Euro Million,347.8
1074,Intermediate Consumption - Energy and Lubricants,2008,State,Euro Million,379.3
1075,Intermediate Consumption - Energy and Lubricants,2009,State,Euro Million,340.0
1076,Intermediate Consumption - Energy and Lubricants,2010,State,Euro Million,371.0
1077,Intermediate Consumption - Energy and Lubricants,2011,State,Euro Million,425.5
1078,Intermediate Consumption - Energy and Lubricants,2012,State,Euro Million,443.2
1079,Intermediate Consumption - Energy and Lubricants,2013,State,Euro Million,452.6
1080,Intermediate Consumption - Energy and Lubricants,2014,State,Euro Million,455.0
1081,Intermediate Consumption - Energy and Lubricants,2015,State,Euro Million,396.6
1082,Intermediate Consumption - Energy and Lubricants,2016,State,Euro Million,377.6
1083,Intermediate Consumption - Energy and Lubricants,2017,State,Euro Million,390.2
1084,Intermediate Consumption - Energy and Lubricants,2018,State,Euro Million,424.1
1085,Intermediate Consumption - Energy and Lubricants,2019,State,Euro Million,439.6
1086,Intermediate Consumption - Energy and Lubricants,2020,State,Euro Million,385.8
1087,Intermediate Consumption - Energy and Lubricants,2021,State,Euro Million,427.1
1088,Intermediate Consumption - Maintenance and Repairs,1990,State,Euro Million,203.9
1089,Intermediate Consumption - Maintenance and Repairs,1991,State,Euro Million,184.6
1090,Intermediate Consumption - Maintenance and Repairs,1992,State,Euro Million,175.1
1091,Intermediate Consumption - Maintenance and Repairs,1993,State,Euro Million,195.7
1092,Intermediate Consumption - Maintenance and Repairs,1994,State,Euro Million,220.3
1093,Intermediate Consumption - Maintenance and Repairs,1995,State,Euro Million,241.5
1094,Intermediate Consumption - Maintenance and Repairs,1996,State,Euro Million,270.7
1095,Intermediate Consumption - Maintenance and Repairs,1997,State,Euro Million,270.4
1096,Intermediate Consumption - Maintenance and Repairs,1998,State,Euro Million,277.2
1097,Intermediate Consumption - Maintenance and Repairs,1999,State,Euro Million,286.3
1098,Intermediate Consumption - Maintenance and Repairs,2000,State,Euro Million,290.5
1099,Intermediate Consumption - Maintenance and Repairs,2001,State,Euro Million,333.0
1100,Intermediate Consumption - Maintenance and Repairs,2002,State,Euro Million,306.8
1101,Intermediate Consumption - Maintenance and Repairs,2003,State,Euro Million,325.1
1102,Intermediate Consumption - Maintenance and Repairs,2004,State,Euro Million,327.2
1103,Intermediate Consumption - Maintenance and Repairs,2005,State,Euro Million,369.4
1104,Intermediate Consumption - Maintenance and Repairs,2006,State,Euro Million,377.7
1105,Intermediate Consumption - Maintenance and Repairs,2007,State,Euro Million,393.3
1106,Intermediate Consumption - Maintenance and Repairs,2008,State,Euro Million,400.5
1107,Intermediate Consumption - Maintenance and Repairs,2009,State,Euro Million,399.7
1108,Intermediate Consumption - Maintenance and Repairs,2010,State,Euro Million,418.5
1109,Intermediate Consumption - Maintenance and Repairs,2011,State,Euro Million,428.3
1110,Intermediate Consumption - Maintenance and Repairs,2012,State,Euro Million,445.8
1111,Intermediate Consumption - Maintenance and Repairs,2013,State,Euro Million,441.4
1112,Intermediate Consumption - Maintenance and Repairs,2014,State,Euro Million,452.3
1113,Intermediate Consumption - Maintenance and Repairs,2015,State,Euro Million,431.0
1114,Intermediate Consumption - Maintenance and Repairs,2016,State,Euro Million,451.4
1115,Intermediate Consumption - Maintenance and Repairs,2017,State,Euro Million,473.5
1116,Intermediate Consumption - Maintenance and Repairs,2018,State,Euro Million,474.0
1117,Intermediate Consumption - Maintenance and Repairs,2019,State,Euro Million,489.9
1118,Intermediate Consumption - Maintenance and Repairs,2020,State,Euro Million,539.2
1119,Intermediate Consumption - Maintenance and Repairs,2021,State,Euro Million,
1120,Intermediate Consumption - Other Goods and Services,1990,State,Euro Million,182.3
1121,Intermediate Consumption - Other Goods and Services,1991,State,Euro Million,185.5
1122,Intermediate Consumption - Other Goods and Services,1992,State,Euro Million,183.0
1123,Intermediate Consumption - Other Goods and Services,1993,State,Euro Million,193.1
1124,Intermediate Consumption - Other Goods and Services,1994,State,Euro Million,200.3
1125,Intermediate Consumption - Other Goods and Services,1995,State,Euro Million,214.6
1126,Intermediate Consumption - Other Goods and Services,1996,State,Euro Million,249.4
1127,Intermediate Consumption - Other Goods and Services,1997,State,Euro Million,245.9
1128,Intermediate Consumption - Other Goods and Services,1998,State,Euro Million,255.6
1129,Intermediate Consumption - Other Goods and Services,1999,State,Euro Million,263.3
1130,Intermediate Consumption - Other Goods and Services,2000,State,Euro Million,283.9
1131,Intermediate Consumption - Other Goods and Services,2001,State,Euro Million,318.8
1132,Intermediate Consumption - Other Goods and Services,2002,State,Euro Million,321.8
1133,Intermediate Consumption - Other Goods and Services,2003,State,Euro Million,325.6
1134,Intermediate Consumption - Other Goods and Services,2004,State,Euro Million,319.9
1135,Intermediate Consumption - Other Goods and Services,2005,State,Euro Million,357.9
1136,Intermediate Consumption - Other Goods and Services,2006,State,Euro Million,361.8
1137,Intermediate Consumption - Other Goods and Services,2007,State,Euro Million,370.6
1138,Intermediate Consumption - Other Goods and Services,2008,State,Euro Million,386.8
1139,Intermediate Consumption - Other Goods and Services,2009,State,Euro Million,416.3
1140,Intermediate Consumption - Other Goods and Services,2010,State,Euro Million,440.0
1141,Intermediate Consumption - Other Goods and Services,2011,State,Euro Million,450.7
1142,Intermediate Consumption - Other Goods and Services,2012,State,Euro Million,444.4
1143,Intermediate Consumption - Other Goods and Services,2013,State,Euro Million,453.5
1144,Intermediate Consumption - Other Goods and Services,2014,State,Euro Million,473.1
1145,Intermediate Consumption - Other Goods and Services,2015,State,Euro Million,482.0
1146,Intermediate Consumption - Other Goods and Services,2016,State,Euro Million,512.1
1147,Intermediate Consumption - Other Goods and Services,2017,State,Euro Million,517.8
1148,Intermediate Consumption - Other Goods and Services,2018,State,Euro Million,515.2
1149,Intermediate Consumption - Other Goods and Services,2019,State,Euro Million,553.4
1150,Intermediate Consumption - Other Goods and Services,2020,State,Euro Million,518.4
1151,Intermediate Consumption - Other Goods and Services,2021,State,Euro Million,
1152,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1990,State,Euro Million,73.2
1153,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1991,State,Euro Million,75.3
1154,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1992,State,Euro Million,72.2
1155,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1993,State,Euro Million,79.8
1156,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1994,State,Euro Million,81.8
1157,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1995,State,Euro Million,89.7
1158,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1996,State,Euro Million,109.3
1159,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1997,State,Euro Million,103.7
1160,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1998,State,Euro Million,108.0
1161,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1999,State,Euro Million,110.3
1162,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2000,State,Euro Million,108.1
1163,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2001,State,Euro Million,118.6
1164,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2002,State,Euro Million,111.6
1165,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2003,State,Euro Million,112.8
1166,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2004,State,Euro Million,114.2
1167,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2005,State,Euro Million,
1168,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2006,State,Euro Million,
1169,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2007,State,Euro Million,
1170,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2008,State,Euro Million,
1171,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2009,State,Euro Million,
1172,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2010,State,Euro Million,
1173,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2011,State,Euro Million,
1174,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2012,State,Euro Million,
1175,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2013,State,Euro Million,
1176,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2014,State,Euro Million,
1177,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2015,State,Euro Million,
1178,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2016,State,Euro Million,
1179,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2017,State,Euro Million,
1180,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2018,State,Euro Million,
1181,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2019,State,Euro Million,
1182,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2020,State,Euro Million,
1183,"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2021,State,Euro Million,
1184,Intermediate Consumption - Services,1990,State,Euro Million,109.1
1185,Intermediate Consumption - Services,1991,State,Euro Million,110.2
1186,Intermediate Consumption - Services,1992,State,Euro Million,110.8
1187,Intermediate Consumption - Services,1993,State,Euro Million,113.3
1188,Intermediate Consumption - Services,1994,State,Euro Million,118.5
1189,Intermediate Consumption - Services,1995,State,Euro Million,124.9
1190,Intermediate Consumption - Services,1996,State,Euro Million,140.1
1191,Intermediate Consumption - Services,1997,State,Euro Million,142.2
1192,Intermediate Consumption - Services,1998,State,Euro Million,147.6
1193,Intermediate Consumption - Services,1999,State,Euro Million,153.0
1194,Intermediate Consumption - Services,2000,State,Euro Million,175.8
1195,Intermediate Consumption - Services,2001,State,Euro Million,200.2
1196,Intermediate Consumption - Services,2002,State,Euro Million,210.2
1197,Intermediate Consumption - Services,2003,State,Euro Million,212.8
1198,Intermediate Consumption - Services,2004,State,Euro Million,205.7
1199,Intermediate Consumption - Services,2005,State,Euro Million,
1200,Intermediate Consumption - Services,2006,State,Euro Million,
1201,Intermediate Consumption - Services,2007,State,Euro Million,
1202,Intermediate Consumption - Services,2008,State,Euro Million,
1203,Intermediate Consumption - Services,2009,State,Euro Million,
1204,Intermediate Consumption - Services,2010,State,Euro Million,
1205,Intermediate Consumption - Services,2011,State,Euro Million,
1206,Intermediate Consumption - Services,2012,State,Euro Million,
1207,Intermediate Consumption - Services,2013,State,Euro Million,
1208,Intermediate Consumption - Services,2014,State,Euro Million,
1209,Intermediate Consumption - Services,2015,State,Euro Million,
1210,Intermediate Consumption - Services,2016,State,Euro Million,
1211,Intermediate Consumption - Services,2017,State,Euro Million,
1212,Intermediate Consumption - Services,2018,State,Euro Million,
1213,Intermediate Consumption - Services,2019,State,Euro Million,
1214,Intermediate Consumption - Services,2020,State,Euro Million,
1215,Intermediate Consumption - Services,2021,State,Euro Million,
1216,Intermediate Consumption - Crop Protection Products,1990,State,Euro Million,47.4
1217,Intermediate Consumption - Crop Protection Products,1991,State,Euro Million,50.4
1218,Intermediate Consumption - Crop Protection Products,1992,State,Euro Million,55.2
1219,Intermediate Consumption - Crop Protection Products,1993,State,Euro Million,57.0
1220,Intermediate Consumption - Crop Protection Products,1994,State,Euro Million,57.5
1221,Intermediate Consumption - Crop Protection Products,1995,State,Euro Million,60.2
1222,Intermediate Consumption - Crop Protection Products,1996,State,Euro Million,67.0
1223,Intermediate Consumption - Crop Protection Products,1997,State,Euro Million,69.5
1224,Intermediate Consumption - Crop Protection Products,1998,State,Euro Million,72.3
1225,Intermediate Consumption - Crop Protection Products,1999,State,Euro Million,69.9
1226,Intermediate Consumption - Crop Protection Products,2000,State,Euro Million,67.4
1227,Intermediate Consumption - Crop Protection Products,2001,State,Euro Million,60.5
1228,Intermediate Consumption - Crop Protection Products,2002,State,Euro Million,73.0
1229,Intermediate Consumption - Crop Protection Products,2003,State,Euro Million,65.1
1230,Intermediate Consumption - Crop Protection Products,2004,State,Euro Million,64.6
1231,Intermediate Consumption - Crop Protection Products,2005,State,Euro Million,55.9
1232,Intermediate Consumption - Crop Protection Products,2006,State,Euro Million,46.4
1233,Intermediate Consumption - Crop Protection Products,2007,State,Euro Million,50.9
1234,Intermediate Consumption - Crop Protection Products,2008,State,Euro Million,56.7
1235,Intermediate Consumption - Crop Protection Products,2009,State,Euro Million,47.6
1236,Intermediate Consumption - Crop Protection Products,2010,State,Euro Million,54.1
1237,Intermediate Consumption - Crop Protection Products,2011,State,Euro Million,58.3
1238,Intermediate Consumption - Crop Protection Products,2012,State,Euro Million,66.2
1239,Intermediate Consumption - Crop Protection Products,2013,State,Euro Million,59.0
1240,Intermediate Consumption - Crop Protection Products,2014,State,Euro Million,69.2
1241,Intermediate Consumption - Crop Protection Products,2015,State,Euro Million,74.8
1242,Intermediate Consumption - Crop Protection Products,2016,State,Euro Million,68.8
1243,Intermediate Consumption - Crop Protection Products,2017,State,Euro Million,82.6
1244,Intermediate Consumption - Crop Protection Products,2018,State,Euro Million,73.3
1245,Intermediate Consumption - Crop Protection Products,2019,State,Euro Million,80.7
1246,Intermediate Consumption - Crop Protection Products,2020,State,Euro Million,76.9
1247,Intermediate Consumption - Crop Protection Products,2021,State,Euro Million,
1248,Intermediate Consumption - Veterinary Expenses,1990,State,Euro Million,85.2
1249,Intermediate Consumption - Veterinary Expenses,1991,State,Euro Million,91.9
1250,Intermediate Consumption - Veterinary Expenses,1992,State,Euro Million,93.7
1251,Intermediate Consumption - Veterinary Expenses,1993,State,Euro Million,100.2
1252,Intermediate Consumption - Veterinary Expenses,1994,State,Euro Million,108.7
1253,Intermediate Consumption - Veterinary Expenses,1995,State,Euro Million,114.8
1254,Intermediate Consumption - Veterinary Expenses,1996,State,Euro Million,146.6
1255,Intermediate Consumption - Veterinary Expenses,1997,State,Euro Million,153.5
1256,Intermediate Consumption - Veterinary Expenses,1998,State,Euro Million,155.7
1257,Intermediate Consumption - Veterinary Expenses,1999,State,Euro Million,151.5
1258,Intermediate Consumption - Veterinary Expenses,2000,State,Euro Million,159.4
1259,Intermediate Consumption - Veterinary Expenses,2001,State,Euro Million,181.2
1260,Intermediate Consumption - Veterinary Expenses,2002,State,Euro Million,189.8
1261,Intermediate Consumption - Veterinary Expenses,2003,State,Euro Million,194.9
1262,Intermediate Consumption - Veterinary Expenses,2004,State,Euro Million,196.1
1263,Intermediate Consumption - Veterinary Expenses,2005,State,Euro Million,209.5
1264,Intermediate Consumption - Veterinary Expenses,2006,State,Euro Million,220.5
1265,Intermediate Consumption - Veterinary Expenses,2007,State,Euro Million,225.5
1266,Intermediate Consumption - Veterinary Expenses,2008,State,Euro Million,224.2
1267,Intermediate Consumption - Veterinary Expenses,2009,State,Euro Million,237.0
1268,Intermediate Consumption - Veterinary Expenses,2010,State,Euro Million,232.7
1269,Intermediate Consumption - Veterinary Expenses,2011,State,Euro Million,250.9
1270,Intermediate Consumption - Veterinary Expenses,2012,State,Euro Million,282.6
1271,Intermediate Consumption - Veterinary Expenses,2013,State,Euro Million,285.1
1272,Intermediate Consumption - Veterinary Expenses,2014,State,Euro Million,286.0
1273,Intermediate Consumption - Veterinary Expenses,2015,State,Euro Million,268.9
1274,Intermediate Consumption - Veterinary Expenses,2016,State,Euro Million,289.9
1275,Intermediate Consumption - Veterinary Expenses,2017,State,Euro Million,303.0
1276,Intermediate Consumption - Veterinary Expenses,2018,State,Euro Million,308.5
1277,Intermediate Consumption - Veterinary Expenses,2019,State,Euro Million,309.2
1278,Intermediate Consumption - Veterinary Expenses,2020,State,Euro Million,325.8
1279,Intermediate Consumption - Veterinary Expenses,2021,State,Euro Million,
1280,Intermediate Consumption - Forage Plants,1990,State,Euro Million,553.1
1281,Intermediate Consumption - Forage Plants,1991,State,Euro Million,525.6
1282,Intermediate Consumption - Forage Plants,1992,State,Euro Million,533.8
1283,Intermediate Consumption - Forage Plants,1993,State,Euro Million,572.9
1284,Intermediate Consumption - Forage Plants,1994,State,Euro Million,604.6
1285,Intermediate Consumption - Forage Plants,1995,State,Euro Million,621.4
1286,Intermediate Consumption - Forage Plants,1996,State,Euro Million,633.5
1287,Intermediate Consumption - Forage Plants,1997,State,Euro Million,568.0
1288,Intermediate Consumption - Forage Plants,1998,State,Euro Million,553.0
1289,Intermediate Consumption - Forage Plants,1999,State,Euro Million,570.8
1290,Intermediate Consumption - Forage Plants,2000,State,Euro Million,638.5
1291,Intermediate Consumption - Forage Plants,2001,State,Euro Million,683.0
1292,Intermediate Consumption - Forage Plants,2002,State,Euro Million,619.3
1293,Intermediate Consumption - Forage Plants,2003,State,Euro Million,635.0
1294,Intermediate Consumption - Forage Plants,2004,State,Euro Million,680.5
1295,Intermediate Consumption - Forage Plants,2005,State,Euro Million,777.0
1296,Intermediate Consumption - Forage Plants,2006,State,Euro Million,862.8
1297,Intermediate Consumption - Forage Plants,2007,State,Euro Million,947.9
1298,Intermediate Consumption - Forage Plants,2008,State,Euro Million,1035.5
1299,Intermediate Consumption - Forage Plants,2009,State,Euro Million,838.3
1300,Intermediate Consumption - Forage Plants,2010,State,Euro Million,1041.0
1301,Intermediate Consumption - Forage Plants,2011,State,Euro Million,1002.7
1302,Intermediate Consumption - Forage Plants,2012,State,Euro Million,1006.0
1303,Intermediate Consumption - Forage Plants,2013,State,Euro Million,1288.0
1304,Intermediate Consumption - Forage Plants,2014,State,Euro Million,1037.1
1305,Intermediate Consumption - Forage Plants,2015,State,Euro Million,1001.1
1306,Intermediate Consumption - Forage Plants,2016,State,Euro Million,1046.4
1307,Intermediate Consumption - Forage Plants,2017,State,Euro Million,1101.9
1308,Intermediate Consumption - Forage Plants,2018,State,Euro Million,1331.8
1309,Intermediate Consumption - Forage Plants,2019,State,Euro Million,1039.9
1310,Intermediate Consumption - Forage Plants,2020,State,Euro Million,1140.2
1311,Intermediate Consumption - Forage Plants,2021,State,Euro Million,1197.5
1312,Intermediate Consumption - Contract Work,1990,State,Euro Million,180.7
1313,Intermediate Consumption - Contract Work,1991,State,Euro Million,172.0
1314,Intermediate Consumption - Contract Work,1992,State,Euro Million,179.8
1315,Intermediate Consumption - Contract Work,1993,State,Euro Million,199.5
1316,Intermediate Consumption - Contract Work,1994,State,Euro Million,205.3
1317,Intermediate Consumption - Contract Work,1995,State,Euro Million,212.5
1318,Intermediate Consumption - Contract Work,1996,State,Euro Million,220.9
1319,Intermediate Consumption - Contract Work,1997,State,Euro Million,225.2
1320,Intermediate Consumption - Contract Work,1998,State,Euro Million,225.3
1321,Intermediate Consumption - Contract Work,1999,State,Euro Million,245.4
1322,Intermediate Consumption - Contract Work,2000,State,Euro Million,258.1
1323,Intermediate Consumption - Contract Work,2001,State,Euro Million,279.3
1324,Intermediate Consumption - Contract Work,2002,State,Euro Million,248.3
1325,Intermediate Consumption - Contract Work,2003,State,Euro Million,247.9
1326,Intermediate Consumption - Contract Work,2004,State,Euro Million,261.1
1327,Intermediate Consumption - Contract Work,2005,State,Euro Million,270.1
1328,Intermediate Consumption - Contract Work,2006,State,Euro Million,271.5
1329,Intermediate Consumption - Contract Work,2007,State,Euro Million,288.3
1330,Intermediate Consumption - Contract Work,2008,State,Euro Million,281.0
1331,Intermediate Consumption - Contract Work,2009,State,Euro Million,268.7
1332,Intermediate Consumption - Contract Work,2010,State,Euro Million,319.1
1333,Intermediate Consumption - Contract Work,2011,State,Euro Million,335.4
1334,Intermediate Consumption - Contract Work,2012,State,Euro Million,323.8
1335,Intermediate Consumption - Contract Work,2013,State,Euro Million,365.8
1336,Intermediate Consumption - Contract Work,2014,State,Euro Million,358.7
1337,Intermediate Consumption - Contract Work,2015,State,Euro Million,348.0
1338,Intermediate Consumption - Contract Work,2016,State,Euro Million,371.7
1339,Intermediate Consumption - Contract Work,2017,State,Euro Million,379.8
1340,Intermediate Consumption - Contract Work,2018,State,Euro Million,453.2
1341,Intermediate Consumption - Contract Work,2019,State,Euro Million,461.2
1342,Intermediate Consumption - Contract Work,2020,State,Euro Million,447.0
1343,Intermediate Consumption - Contract Work,2021,State,Euro Million,447.0
1344,Gross Value Added at Basic Prices,1990,State,Euro Million,2738.2
1345,Gross Value Added at Basic Prices,1991,State,Euro Million,2571.1
1346,Gross Value Added at Basic Prices,1992,State,Euro Million,2935.1
1347,Gross Value Added at Basic Prices,1993,State,Euro Million,3017.9
1348,Gross Value Added at Basic Prices,1994,State,Euro Million,2985.2
1349,Gross Value Added at Basic Prices,1995,State,Euro Million,3108.6
1350,Gross Value Added at Basic Prices,1996,State,Euro Million,3035.8
1351,Gross Value Added at Basic Prices,1997,State,Euro Million,2823.2
1352,Gross Value Added at Basic Prices,1998,State,Euro Million,2816.7
1353,Gross Value Added at Basic Prices,1999,State,Euro Million,2540.4
1354,Gross Value Added at Basic Prices,2000,State,Euro Million,2778.0
1355,Gross Value Added at Basic Prices,2001,State,Euro Million,2597.4
1356,Gross Value Added at Basic Prices,2002,State,Euro Million,2422.9
1357,Gross Value Added at Basic Prices,2003,State,Euro Million,2514.4
1358,Gross Value Added at Basic Prices,2004,State,Euro Million,2640.9
1359,Gross Value Added at Basic Prices,2005,State,Euro Million,1966.0
1360,Gross Value Added at Basic Prices,2006,State,Euro Million,1452.0
1361,Gross Value Added at Basic Prices,2007,State,Euro Million,1749.8
1362,Gross Value Added at Basic Prices,2008,State,Euro Million,1443.0
1363,Gross Value Added at Basic Prices,2009,State,Euro Million,823.4
1364,Gross Value Added at Basic Prices,2010,State,Euro Million,1388.8
1365,Gross Value Added at Basic Prices,2011,State,Euro Million,1869.4
1366,Gross Value Added at Basic Prices,2012,State,Euro Million,1783.5
1367,Gross Value Added at Basic Prices,2013,State,Euro Million,2001.6
1368,Gross Value Added at Basic Prices,2014,State,Euro Million,2174.1
1369,Gross Value Added at Basic Prices,2015,State,Euro Million,2471.6
1370,Gross Value Added at Basic Prices,2016,State,Euro Million,2359.1
1371,Gross Value Added at Basic Prices,2017,State,Euro Million,3158.5
