Statistic,Year,Regional Veterinary Offices,UNIT,VALUE
Herd Incidence,2015,Carlow,%,4.39
Herd Incidence,2015,Cavan,%,3.93
Herd Incidence,2015,Clare,%,4.1
Herd Incidence,2015,Cork North,%,3.6
Herd Incidence,2015,Cork South,%,3.83
Herd Incidence,2015,Donegal,%,1.98
Herd Incidence,2015,Dublin,%,7.14
Herd Incidence,2015,Galway,%,2.57
Herd Incidence,2015,Kerry,%,2.05
Herd Incidence,2015,Kildare,%,4.31
Herd Incidence,2015,Kilkenny,%,4.23
Herd Incidence,2015,Laois,%,4.34
Herd Incidence,2015,Leitrim,%,2.9
Herd Incidence,2015,Limerick,%,1.92
Herd Incidence,2015,Longford,%,2.55
Herd Incidence,2015,Louth,%,3.95
Herd Incidence,2015,Mayo,%,1.45
Herd Incidence,2015,Meath,%,5.37
Herd Incidence,2015,Monaghan,%,3.1
Herd Incidence,2015,Offaly,%,5.2
Herd Incidence,2015,Roscommon,%,3.03
Herd Incidence,2015,Sligo,%,3.51
Herd Incidence,2015,Tipperary North,%,4.1
Herd Incidence,2015,Tipperary South,%,3.13
Herd Incidence,2015,Waterford,%,2.68
Herd Incidence,2015,Westmeath,%,4.95
Herd Incidence,2015,Wexford,%,6.29
Herd Incidence,2015,Wicklow E,%,6.78
Herd Incidence,2015,Wicklow W,%,12.89
Herd Incidence,2016,State,%,3.27
Herd Incidence,2016,Carlow,%,2.52
Herd Incidence,2016,Cavan,%,3.27
Herd Incidence,2016,Clare,%,3.84
Herd Incidence,2016,Cork North,%,4.36
Herd Incidence,2016,Cork South,%,3.56
Herd Incidence,2016,Donegal,%,2.21
Herd Incidence,2016,Dublin,%,7.05
Herd Incidence,2016,Galway,%,2.6
Herd Incidence,2016,Kerry,%,2.48
Herd Incidence,2016,Kildare,%,3.56
Herd Incidence,2016,Kilkenny,%,3.65
Herd Incidence,2016,Laois,%,4.2
Herd Incidence,2016,Leitrim,%,1.56
Herd Incidence,2016,Limerick,%,2.43
Herd Incidence,2016,Longford,%,2.35
Herd Incidence,2016,Louth,%,3.9
Herd Incidence,2016,Mayo,%,1.57
Herd Incidence,2016,Meath,%,5.6
Herd Incidence,2016,Monaghan,%,4.01
Herd Incidence,2016,Offaly,%,4.79
Herd Incidence,2016,Roscommon,%,2.58
Herd Incidence,2016,Sligo,%,2.62
Herd Incidence,2016,Tipperary North,%,4.33
Herd Incidence,2016,Tipperary South,%,2.99
Herd Incidence,2016,Waterford,%,2.69
Herd Incidence,2016,Westmeath,%,4.51
Herd Incidence,2016,Wexford,%,4.54
Herd Incidence,2016,Wicklow E,%,7.26
Herd Incidence,2016,Wicklow W,%,12.52
Herd Incidence,2017,State,%,3.47
Herd Incidence,2017,Carlow,%,3.55
Herd Incidence,2017,Cavan,%,5.53
Herd Incidence,2017,Clare,%,3.37
Herd Incidence,2017,Cork North,%,4.72
Herd Incidence,2017,Cork South,%,4.1
Herd Incidence,2017,Donegal,%,2.0
Herd Incidence,2017,Dublin,%,5.57
Herd Incidence,2017,Galway,%,2.59
Herd Incidence,2017,Kerry,%,2.7
Herd Incidence,2017,Kildare,%,3.64
Herd Incidence,2017,Kilkenny,%,3.24
Herd Incidence,2017,Laois,%,3.28
Herd Incidence,2017,Leitrim,%,2.87
Herd Incidence,2017,Limerick,%,2.26
Herd Incidence,2017,Longford,%,2.21
Herd Incidence,2017,Louth,%,4.01
Herd Incidence,2017,Mayo,%,2.2
Herd Incidence,2017,Meath,%,5.77
Herd Incidence,2017,Monaghan,%,4.94
Herd Incidence,2017,Offaly,%,3.66
Herd Incidence,2017,Roscommon,%,2.71
Herd Incidence,2017,Sligo,%,3.04
Herd Incidence,2017,Tipperary North,%,4.26
Herd Incidence,2017,Tipperary South,%,3.27
Herd Incidence,2017,Waterford,%,1.66
Herd Incidence,2017,Westmeath,%,5.72
Herd Incidence,2017,Wexford,%,4.57
Herd Incidence,2017,Wicklow E,%,5.97
Herd Incidence,2017,Wicklow W,%,11.05
Herd Incidence,2018,State,%,3.51
Herd Incidence,2018,Carlow,%,2.75
Herd Incidence,2018,Cavan,%,4.19
Herd Incidence,2018,Clare,%,3.77
Herd Incidence,2018,Cork North,%,5.66
Herd Incidence,2018,Cork South,%,2.72
Herd Incidence,2018,Donegal,%,1.7
Herd Incidence,2018,Dublin,%,8.4
Herd Incidence,2018,Galway,%,2.23
Herd Incidence,2018,Kerry,%,2.62
Herd Incidence,2018,Kildare,%,3.52
Herd Incidence,2018,Kilkenny,%,2.92
Herd Incidence,2018,Laois,%,3.6
Herd Incidence,2018,Leitrim,%,2.02
Herd Incidence,2018,Limerick,%,1.79
Herd Incidence,2018,Longford,%,1.97
Herd Incidence,2018,Louth,%,4.88
Herd Incidence,2018,Mayo,%,2.2
Herd Incidence,2018,Meath,%,5.39
Herd Incidence,2018,Monaghan,%,8.91
Herd Incidence,2018,Offaly,%,3.96
Herd Incidence,2018,Roscommon,%,2.72
Herd Incidence,2018,Sligo,%,3.94
Herd Incidence,2018,Tipperary North,%,4.85
Herd Incidence,2018,Tipperary South,%,2.86
Herd Incidence,2018,Waterford,%,2.78
Herd Incidence,2018,Westmeath,%,4.82
Herd Incidence,2018,Wexford,%,4.33
Herd Incidence,2018,Wicklow E,%,9.51
Herd Incidence,2018,Wicklow W,%,8.6
Herd Incidence,2019,State,%,3.72
Herd Incidence,2019,Carlow,%,2.91
Herd Incidence,2019,Cavan,%,4.55
Herd Incidence,2019,Clare,%,4.67
Herd Incidence,2019,Cork North,%,6.12
Herd Incidence,2019,Cork South,%,3.12
Herd Incidence,2019,Donegal,%,2.32
Herd Incidence,2019,Dublin,%,5.34
Herd Incidence,2019,Galway,%,2.79
Herd Incidence,2019,Kerry,%,2.83
Herd Incidence,2019,Kildare,%,3.24
Herd Incidence,2019,Kilkenny,%,4.33
Herd Incidence,2019,Laois,%,4.25
Herd Incidence,2019,Leitrim,%,2.57
Herd Incidence,2019,Limerick,%,2.06
Herd Incidence,2019,Longford,%,2.21
Herd Incidence,2019,Louth,%,5.52
Herd Incidence,2019,Mayo,%,1.63
Herd Incidence,2019,Meath,%,5.56
Herd Incidence,2019,Monaghan,%,7.02
Herd Incidence,2019,Offaly,%,5.08
Herd Incidence,2019,Roscommon,%,3.05
Herd Incidence,2019,Sligo,%,2.91
Herd Incidence,2019,Tipperary North,%,4.21
Herd Incidence,2019,Tipperary South,%,2.84
Herd Incidence,2019,Waterford,%,2.39
Herd Incidence,2019,Westmeath,%,5.21
Herd Incidence,2019,Wexford,%,4.88
Herd Incidence,2019,Wicklow E,%,9.6
Herd Incidence,2019,Wicklow W,%,12.33
Herd Incidence,2020,State,%,4.38
Herd Incidence,2020,Carlow,%,3.43
Herd Incidence,2020,Cavan,%,5.54
Herd Incidence,2020,Clare,%,4.53
Herd Incidence,2020,Cork North,%,8.02
Herd Incidence,2020,Cork South,%,3.99
Herd Incidence,2020,Donegal,%,1.73
Herd Incidence,2020,Dublin,%,8.0
Herd Incidence,2020,Galway,%,3.28
Herd Incidence,2020,Kerry,%,2.58
Herd Incidence,2020,Kildare,%,4.36
Herd Incidence,2020,Kilkenny,%,3.68
Herd Incidence,2020,Laois,%,5.52
Herd Incidence,2020,Leitrim,%,2.12
Herd Incidence,2020,Limerick,%,2.81
Herd Incidence,2020,Longford,%,3.33
Herd Incidence,2020,Louth,%,7.64
Herd Incidence,2020,Mayo,%,2.59
Herd Incidence,2020,Meath,%,7.65
Herd Incidence,2020,Monaghan,%,7.35
Herd Incidence,2020,Offaly,%,5.54
Herd Incidence,2020,Roscommon,%,2.92
Herd Incidence,2020,Sligo,%,3.97
Herd Incidence,2020,Tipperary North,%,6.67
Herd Incidence,2020,Tipperary South,%,4.81
Herd Incidence,2020,Waterford,%,2.62
Herd Incidence,2020,Westmeath,%,6.77
Herd Incidence,2020,Wexford,%,4.54
Herd Incidence,2020,Wicklow E,%,9.11
Herd Incidence,2020,Wicklow W,%,14.46
Herds Restricted by 31st of December,2010,State,Number,2849.0
Herds Restricted by 31st of December,2010,Carlow,Number,28.0
Herds Restricted by 31st of December,2010,Cavan,Number,124.0
Herds Restricted by 31st of December,2010,Clare,Number,175.0
Herds Restricted by 31st of December,2010,Cork North,Number,119.0
Herds Restricted by 31st of December,2010,Cork South,Number,216.0
Herds Restricted by 31st of December,2010,Donegal,Number,100.0
Herds Restricted by 31st of December,2010,Dublin,Number,16.0
Herds Restricted by 31st of December,2010,Galway,Number,221.0
Herds Restricted by 31st of December,2010,Kerry,Number,84.0
Herds Restricted by 31st of December,2010,Kildare,Number,58.0
Herds Restricted by 31st of December,2010,Kilkenny,Number,103.0
Herds Restricted by 31st of December,2010,Laois,Number,71.0
Herds Restricted by 31st of December,2010,Leitrim,Number,37.0
Herds Restricted by 31st of December,2010,Limerick,Number,109.0
Herds Restricted by 31st of December,2010,Longford,Number,49.0
Herds Restricted by 31st of December,2010,Louth,Number,41.0
Herds Restricted by 31st of December,2010,Mayo,Number,96.0
Herds Restricted by 31st of December,2010,Meath,Number,156.0
Herds Restricted by 31st of December,2010,Monaghan,Number,91.0
Herds Restricted by 31st of December,2010,Offaly,Number,96.0
Herds Restricted by 31st of December,2010,Roscommon,Number,132.0
Herds Restricted by 31st of December,2010,Sligo,Number,49.0
Herds Restricted by 31st of December,2010,Tipperary North,Number,138.0
Herds Restricted by 31st of December,2010,Tipperary South,Number,90.0
Herds Restricted by 31st of December,2010,Waterford,Number,60.0
Herds Restricted by 31st of December,2010,Westmeath,Number,117.0
Herds Restricted by 31st of December,2010,Wexford,Number,148.0
Herds Restricted by 31st of December,2010,Wicklow E,Number,104.0
Herds Restricted by 31st of December,2010,Wicklow W,Number,21.0
Herds Restricted by 31st of December,2011,State,Number,2578.0
Herds Restricted by 31st of December,2011,Carlow,Number,42.0
Herds Restricted by 31st of December,2011,Cavan,Number,84.0
Herds Restricted by 31st of December,2011,Clare,Number,144.0
Herds Restricted by 31st of December,2011,Cork North,Number,147.0
Herds Restricted by 31st of December,2011,Cork South,Number,211.0
Herds Restricted by 31st of December,2011,Donegal,Number,105.0
Herds Restricted by 31st of December,2011,Dublin,Number,12.0
Herds Restricted by 31st of December,2011,Galway,Number,179.0
Herds Restricted by 31st of December,2011,Kerry,Number,112.0
Herds Restricted by 31st of December,2011,Kildare,Number,43.0
Herds Restricted by 31st of December,2011,Kilkenny,Number,107.0
Herds Restricted by 31st of December,2011,Laois,Number,65.0
Herds Restricted by 31st of December,2011,Leitrim,Number,31.0
Herds Restricted by 31st of December,2011,Limerick,Number,89.0
Herds Restricted by 31st of December,2011,Longford,Number,49.0
Herds Restricted by 31st of December,2011,Louth,Number,34.0
Herds Restricted by 31st of December,2011,Mayo,Number,86.0
Herds Restricted by 31st of December,2011,Meath,Number,165.0
Herds Restricted by 31st of December,2011,Monaghan,Number,55.0
Herds Restricted by 31st of December,2011,Offaly,Number,81.0
Herds Restricted by 31st of December,2011,Roscommon,Number,109.0
Herds Restricted by 31st of December,2011,Sligo,Number,38.0
Herds Restricted by 31st of December,2011,Tipperary North,Number,103.0
Herds Restricted by 31st of December,2011,Tipperary South,Number,68.0
Herds Restricted by 31st of December,2011,Waterford,Number,70.0
Herds Restricted by 31st of December,2011,Westmeath,Number,86.0
Herds Restricted by 31st of December,2011,Wexford,Number,157.0
Herds Restricted by 31st of December,2011,Wicklow E,Number,77.0
Herds Restricted by 31st of December,2011,Wicklow W,Number,29.0
Herds Restricted by 31st of December,2012,State,Number,2665.0
Herds Restricted by 31st of December,2012,Carlow,Number,40.0
Herds Restricted by 31st of December,2012,Cavan,Number,99.0
Herds Restricted by 31st of December,2012,Clare,Number,151.0
Herds Restricted by 31st of December,2012,Cork North,Number,165.0
Herds Restricted by 31st of December,2012,Cork South,Number,221.0
Herds Restricted by 31st of December,2012,Donegal,Number,152.0
Herds Restricted by 31st of December,2012,Dublin,Number,15.0
Herds Restricted by 31st of December,2012,Galway,Number,154.0
Herds Restricted by 31st of December,2012,Kerry,Number,90.0
Herds Restricted by 31st of December,2012,Kildare,Number,43.0
Herds Restricted by 31st of December,2012,Kilkenny,Number,123.0
Herds Restricted by 31st of December,2012,Laois,Number,77.0
Herds Restricted by 31st of December,2012,Leitrim,Number,32.0
Herds Restricted by 31st of December,2012,Limerick,Number,111.0
Herds Restricted by 31st of December,2012,Longford,Number,42.0
Herds Restricted by 31st of December,2012,Louth,Number,31.0
Herds Restricted by 31st of December,2012,Mayo,Number,83.0
Herds Restricted by 31st of December,2012,Meath,Number,152.0
Herds Restricted by 31st of December,2012,Monaghan,Number,60.0
Herds Restricted by 31st of December,2012,Offaly,Number,78.0
Herds Restricted by 31st of December,2012,Roscommon,Number,138.0
Herds Restricted by 31st of December,2012,Sligo,Number,78.0
Herds Restricted by 31st of December,2012,Tipperary North,Number,100.0
Herds Restricted by 31st of December,2012,Tipperary South,Number,58.0
Herds Restricted by 31st of December,2012,Waterford,Number,50.0
Herds Restricted by 31st of December,2012,Westmeath,Number,107.0
Herds Restricted by 31st of December,2012,Wexford,Number,115.0
Herds Restricted by 31st of December,2012,Wicklow E,Number,72.0
Herds Restricted by 31st of December,2012,Wicklow W,Number,28.0
Herds Restricted by 31st of December,2013,State,Number,2512.0
Herds Restricted by 31st of December,2013,Carlow,Number,23.0
Herds Restricted by 31st of December,2013,Cavan,Number,114.0
Herds Restricted by 31st of December,2013,Clare,Number,151.0
Herds Restricted by 31st of December,2013,Cork North,Number,141.0
Herds Restricted by 31st of December,2013,Cork South,Number,179.0
Herds Restricted by 31st of December,2013,Donegal,Number,95.0
Herds Restricted by 31st of December,2013,Dublin,Number,18.0
Herds Restricted by 31st of December,2013,Galway,Number,160.0
Herds Restricted by 31st of December,2013,Kerry,Number,99.0
Herds Restricted by 31st of December,2013,Kildare,Number,44.0
Herds Restricted by 31st of December,2013,Kilkenny,Number,92.0
Herds Restricted by 31st of December,2013,Laois,Number,63.0
Herds Restricted by 31st of December,2013,Leitrim,Number,40.0
Herds Restricted by 31st of December,2013,Limerick,Number,107.0
Herds Restricted by 31st of December,2013,Longford,Number,39.0
Herds Restricted by 31st of December,2013,Louth,Number,34.0
Herds Restricted by 31st of December,2013,Mayo,Number,93.0
Herds Restricted by 31st of December,2013,Meath,Number,144.0
Herds Restricted by 31st of December,2013,Monaghan,Number,87.0
Herds Restricted by 31st of December,2013,Offaly,Number,71.0
Herds Restricted by 31st of December,2013,Roscommon,Number,139.0
Herds Restricted by 31st of December,2013,Sligo,Number,48.0
Herds Restricted by 31st of December,2013,Tipperary North,Number,122.0
Herds Restricted by 31st of December,2013,Tipperary South,Number,54.0
Herds Restricted by 31st of December,2013,Waterford,Number,50.0
Herds Restricted by 31st of December,2013,Westmeath,Number,92.0
Herds Restricted by 31st of December,2013,Wexford,Number,139.0
Herds Restricted by 31st of December,2013,Wicklow E,Number,56.0
Herds Restricted by 31st of December,2013,Wicklow W,Number,18.0
Herds Restricted by 31st of December,2014,State,Number,2177.0
Herds Restricted by 31st of December,2014,Carlow,Number,26.0
Herds Restricted by 31st of December,2014,Cavan,Number,96.0
Herds Restricted by 31st of December,2014,Clare,Number,156.0
Herds Restricted by 31st of December,2014,Cork North,Number,127.0
Herds Restricted by 31st of December,2014,Cork South,Number,135.0
Herds Restricted by 31st of December,2014,Donegal,Number,66.0
Herds Restricted by 31st of December,2014,Dublin,Number,13.0
Herds Restricted by 31st of December,2014,Galway,Number,172.0
Herds Restricted by 31st of December,2014,Kerry,Number,96.0
Herds Restricted by 31st of December,2014,Kildare,Number,54.0
Herds Restricted by 31st of December,2014,Kilkenny,Number,79.0
Herds Restricted by 31st of December,2014,Laois,Number,55.0
Herds Restricted by 31st of December,2014,Leitrim,Number,38.0
Herds Restricted by 31st of December,2014,Limerick,Number,66.0
Herds Restricted by 31st of December,2014,Longford,Number,36.0
Herds Restricted by 31st of December,2014,Louth,Number,19.0
Herds Restricted by 31st of December,2014,Mayo,Number,66.0
Herds Restricted by 31st of December,2014,Meath,Number,112.0
Herds Restricted by 31st of December,2014,Monaghan,Number,61.0
Herds Restricted by 31st of December,2014,Offaly,Number,87.0
Herds Restricted by 31st of December,2014,Roscommon,Number,93.0
Herds Restricted by 31st of December,2014,Sligo,Number,62.0
Herds Restricted by 31st of December,2014,Tipperary North,Number,85.0
Herds Restricted by 31st of December,2014,Tipperary South,Number,57.0
Herds Restricted by 31st of December,2014,Waterford,Number,32.0
Herds Restricted by 31st of December,2014,Westmeath,Number,95.0
Herds Restricted by 31st of December,2014,Wexford,Number,111.0
Herds Restricted by 31st of December,2014,Wicklow E,Number,57.0
Herds Restricted by 31st of December,2014,Wicklow W,Number,25.0
Herds Restricted by 31st of December,2015,State,Number,2091.0
Herds Restricted by 31st of December,2015,Carlow,Number,33.0
Herds Restricted by 31st of December,2015,Cavan,Number,111.0
Herds Restricted by 31st of December,2015,Clare,Number,125.0
Herds Restricted by 31st of December,2015,Cork North,Number,111.0
Herds Restricted by 31st of December,2015,Cork South,Number,154.0
Herds Restricted by 31st of December,2015,Donegal,Number,63.0
Herds Restricted by 31st of December,2015,Dublin,Number,20.0
Herds Restricted by 31st of December,2015,Galway,Number,152.0
Herds Restricted by 31st of December,2015,Kerry,Number,52.0
Herds Restricted by 31st of December,2015,Kildare,Number,60.0
Herds Restricted by 31st of December,2015,Kilkenny,Number,67.0
Herds Restricted by 31st of December,2015,Laois,Number,76.0
Herds Restricted by 31st of December,2015,Leitrim,Number,34.0
Herds Restricted by 31st of December,2015,Limerick,Number,63.0
Herds Restricted by 31st of December,2015,Longford,Number,37.0
Herds Restricted by 31st of December,2015,Louth,Number,21.0
Herds Restricted by 31st of December,2015,Mayo,Number,60.0
Herds Restricted by 31st of December,2015,Meath,Number,110.0
Herds Restricted by 31st of December,2015,Monaghan,Number,72.0
Herds Restricted by 31st of December,2015,Offaly,Number,85.0
Herds Restricted by 31st of December,2015,Roscommon,Number,83.0
Herds Restricted by 31st of December,2015,Sligo,Number,54.0
Herds Restricted by 31st of December,2015,Tipperary North,Number,76.0
Herds Restricted by 31st of December,2015,Tipperary South,Number,60.0
Herds Restricted by 31st of December,2015,Waterford,Number,32.0
Herds Restricted by 31st of December,2015,Westmeath,Number,95.0
Herds Restricted by 31st of December,2015,Wexford,Number,99.0
Herds Restricted by 31st of December,2015,Wicklow E,Number,49.0
Herds Restricted by 31st of December,2015,Wicklow W,Number,37.0
Herds Restricted by 31st of December,2016,State,Number,2035.0
Herds Restricted by 31st of December,2016,Carlow,Number,21.0
Herds Restricted by 31st of December,2016,Cavan,Number,79.0
Herds Restricted by 31st of December,2016,Clare,Number,135.0
Herds Restricted by 31st of December,2016,Cork North,Number,130.0
Herds Restricted by 31st of December,2016,Cork South,Number,106.0
Herds Restricted by 31st of December,2016,Donegal,Number,56.0
Herds Restricted by 31st of December,2016,Dublin,Number,19.0
Herds Restricted by 31st of December,2016,Galway,Number,147.0
Herds Restricted by 31st of December,2016,Kerry,Number,98.0
Herds Restricted by 31st of December,2016,Kildare,Number,63.0
Herds Restricted by 31st of December,2016,Kilkenny,Number,63.0
Herds Restricted by 31st of December,2016,Laois,Number,84.0
Herds Restricted by 31st of December,2016,Leitrim,Number,25.0
Herds Restricted by 31st of December,2016,Limerick,Number,71.0
Herds Restricted by 31st of December,2016,Longford,Number,33.0
Herds Restricted by 31st of December,2016,Louth,Number,25.0
Herds Restricted by 31st of December,2016,Mayo,Number,77.0
Herds Restricted by 31st of December,2016,Meath,Number,127.0
Herds Restricted by 31st of December,2016,Monaghan,Number,92.0
Herds Restricted by 31st of December,2016,Offaly,Number,72.0
Herds Restricted by 31st of December,2016,Roscommon,Number,69.0
Herds Restricted by 31st of December,2016,Sligo,Number,36.0
Herds Restricted by 31st of December,2016,Tipperary North,Number,88.0
Herds Restricted by 31st of December,2016,Tipperary South,Number,56.0
Herds Restricted by 31st of December,2016,Waterford,Number,36.0
Herds Restricted by 31st of December,2016,Westmeath,Number,74.0
Herds Restricted by 31st of December,2016,Wexford,Number,71.0
Herds Restricted by 31st of December,2016,Wicklow E,Number,48.0
Herds Restricted by 31st of December,2016,Wicklow W,Number,34.0
Herds Restricted by 31st of December,2017,State,Number,2180.0
Herds Restricted by 31st of December,2017,Carlow,Number,20.0
Herds Restricted by 31st of December,2017,Cavan,Number,164.0
Herds Restricted by 31st of December,2017,Clare,Number,110.0
Herds Restricted by 31st of December,2017,Cork North,Number,146.0
Herds Restricted by 31st of December,2017,Cork South,Number,115.0
Herds Restricted by 31st of December,2017,Donegal,Number,38.0
Herds Restricted by 31st of December,2017,Dublin,Number,16.0
Herds Restricted by 31st of December,2017,Galway,Number,146.0
Herds Restricted by 31st of December,2017,Kerry,Number,95.0
Herds Restricted by 31st of December,2017,Kildare,Number,60.0
Herds Restricted by 31st of December,2017,Kilkenny,Number,45.0
Herds Restricted by 31st of December,2017,Laois,Number,72.0
Herds Restricted by 31st of December,2017,Leitrim,Number,40.0
Herds Restricted by 31st of December,2017,Limerick,Number,54.0
Herds Restricted by 31st of December,2017,Longford,Number,38.0
Herds Restricted by 31st of December,2017,Louth,Number,21.0
Herds Restricted by 31st of December,2017,Mayo,Number,101.0
Herds Restricted by 31st of December,2017,Meath,Number,133.0
Herds Restricted by 31st of December,2017,Monaghan,Number,132.0
Herds Restricted by 31st of December,2017,Offaly,Number,73.0
Herds Restricted by 31st of December,2017,Roscommon,Number,83.0
Herds Restricted by 31st of December,2017,Sligo,Number,56.0
Herds Restricted by 31st of December,2017,Tipperary North,Number,90.0
Herds Restricted by 31st of December,2017,Tipperary South,Number,63.0
Herds Restricted by 31st of December,2017,Waterford,Number,27.0
Herds Restricted by 31st of December,2017,Westmeath,Number,114.0
Herds Restricted by 31st of December,2017,Wexford,Number,65.0
Herds Restricted by 31st of December,2017,Wicklow E,Number,35.0
Herds Restricted by 31st of December,2017,Wicklow W,Number,28.0
Herds Restricted by 31st of December,2018,State,Number,2176.0
Herds Restricted by 31st of December,2018,Carlow,Number,26.0
Herds Restricted by 31st of December,2018,Cavan,Number,107.0
Herds Restricted by 31st of December,2018,Clare,Number,124.0
Herds Restricted by 31st of December,2018,Cork North,Number,178.0
Herds Restricted by 31st of December,2018,Cork South,Number,84.0
Herds Restricted by 31st of December,2018,Donegal,Number,42.0
Herds Restricted by 31st of December,2018,Dublin,Number,15.0
Herds Restricted by 31st of December,2018,Galway,Number,113.0
Herds Restricted by 31st of December,2018,Kerry,Number,82.0
Herds Restricted by 31st of December,2018,Kildare,Number,66.0
Herds Restricted by 31st of December,2018,Kilkenny,Number,55.0
Herds Restricted by 31st of December,2018,Laois,Number,81.0
Herds Restricted by 31st of December,2018,Leitrim,Number,26.0
Herds Restricted by 31st of December,2018,Limerick,Number,50.0
Herds Restricted by 31st of December,2018,Longford,Number,30.0
Herds Restricted by 31st of December,2018,Louth,Number,24.0
Herds Restricted by 31st of December,2018,Mayo,Number,94.0
Herds Restricted by 31st of December,2018,Meath,Number,117.0
Herds Restricted by 31st of December,2018,Monaghan,Number,226.0
Herds Restricted by 31st of December,2018,Offaly,Number,79.0
Herds Restricted by 31st of December,2018,Roscommon,Number,66.0
Herds Restricted by 31st of December,2018,Sligo,Number,58.0
Herds Restricted by 31st of December,2018,Tipperary North,Number,109.0
Herds Restricted by 31st of December,2018,Tipperary South,Number,59.0
Herds Restricted by 31st of December,2018,Waterford,Number,30.0
Herds Restricted by 31st of December,2018,Westmeath,Number,87.0
Herds Restricted by 31st of December,2018,Wexford,Number,63.0
Herds Restricted by 31st of December,2018,Wicklow E,Number,52.0
Herds Restricted by 31st of December,2018,Wicklow W,Number,33.0
Herds Restricted by 31st of December,2019,State,Number,2273.0
Herds Restricted by 31st of December,2019,Carlow,Number,22.0
Herds Restricted by 31st of December,2019,Cavan,Number,108.0
Herds Restricted by 31st of December,2019,Clare,Number,134.0
Herds Restricted by 31st of December,2019,Cork North,Number,208.0
Herds Restricted by 31st of December,2019,Cork South,Number,96.0
Herds Restricted by 31st of December,2019,Donegal,Number,46.0
Herds Restricted by 31st of December,2019,Dublin,Number,18.0
Herds Restricted by 31st of December,2019,Galway,Number,167.0
Herds Restricted by 31st of December,2019,Kerry,Number,90.0
Herds Restricted by 31st of December,2019,Kildare,Number,66.0
Herds Restricted by 31st of December,2019,Kilkenny,Number,79.0
Herds Restricted by 31st of December,2019,Laois,Number,79.0
Herds Restricted by 31st of December,2019,Leitrim,Number,39.0
Herds Restricted by 31st of December,2019,Limerick,Number,46.0
Herds Restricted by 31st of December,2019,Longford,Number,33.0
Herds Restricted by 31st of December,2019,Louth,Number,33.0
Herds Restricted by 31st of December,2019,Mayo,Number,73.0
Herds Restricted by 31st of December,2019,Meath,Number,135.0
Herds Restricted by 31st of December,2019,Monaghan,Number,147.0
Herds Restricted by 31st of December,2019,Offaly,Number,100.0
Herds Restricted by 31st of December,2019,Roscommon,Number,68.0
Herds Restricted by 31st of December,2019,Sligo,Number,37.0
Herds Restricted by 31st of December,2019,Tipperary North,Number,82.0
Herds Restricted by 31st of December,2019,Tipperary South,Number,74.0
Herds Restricted by 31st of December,2019,Waterford,Number,29.0
Herds Restricted by 31st of December,2019,Westmeath,Number,100.0
Herds Restricted by 31st of December,2019,Wexford,Number,65.0
Herds Restricted by 31st of December,2019,Wicklow E,Number,63.0
Herds Restricted by 31st of December,2019,Wicklow W,Number,36.0
Herds Restricted by 31st of December,2020,State,Number,2673.0
Herds Restricted by 31st of December,2020,Carlow,Number,26.0
Herds Restricted by 31st of December,2020,Cavan,Number,143.0
Herds Restricted by 31st of December,2020,Clare,Number,113.0
Herds Restricted by 31st of December,2020,Cork North,Number,263.0
Herds Restricted by 31st of December,2020,Cork South,Number,112.0
Herds Restricted by 31st of December,2020,Donegal,Number,42.0
Herds Restricted by 31st of December,2020,Dublin,Number,18.0
Herds Restricted by 31st of December,2020,Galway,Number,176.0
Herds Restricted by 31st of December,2020,Kerry,Number,82.0
Herds Restricted by 31st of December,2020,Kildare,Number,75.0
Herds Restricted by 31st of December,2020,Kilkenny,Number,78.0
Herds Restricted by 31st of December,2020,Laois,Number,109.0
Herds Restricted by 31st of December,2020,Leitrim,Number,28.0
Herds Restricted by 31st of December,2020,Limerick,Number,67.0
Herds Restricted by 31st of December,2020,Longford,Number,43.0
Herds Restricted by 31st of December,2020,Louth,Number,39.0
Herds Restricted by 31st of December,2020,Mayo,Number,120.0
Herds Restricted by 31st of December,2020,Meath,Number,165.0
Herds Restricted by 31st of December,2020,Monaghan,Number,166.0
Herds Restricted by 31st of December,2020,Offaly,Number,96.0
Herds Restricted by 31st of December,2020,Roscommon,Number,75.0
Herds Restricted by 31st of December,2020,Sligo,Number,69.0
Herds Restricted by 31st of December,2020,Tipperary North,Number,148.0
Herds Restricted by 31st of December,2020,Tipperary South,Number,107.0
Herds Restricted by 31st of December,2020,Waterford,Number,42.0
Herds Restricted by 31st of December,2020,Westmeath,Number,115.0
Herds Restricted by 31st of December,2020,Wexford,Number,63.0
Herds Restricted by 31st of December,2020,Wicklow E,Number,47.0
Herds Restricted by 31st of December,2020,Wicklow W,Number,46.0
Animals in County,2010,State,Number,5751564.0
Animals in County,2010,Carlow,Number,86258.0
Animals in County,2010,Cavan,Number,202119.0
Animals in County,2010,Clare,Number,237260.0
Animals in County,2010,Cork North,Number,462707.0
Animals in County,2010,Cork South,Number,417478.0
Animals in County,2010,Donegal,Number,173025.0
Animals in County,2010,Dublin,Number,20455.0
Animals in County,2010,Galway,Number,356143.0
Animals in County,2010,Kerry,Number,284772.0
Animals in County,2010,Kildare,Number,103685.0
Animals in County,2010,Kilkenny,Number,282632.0
Animals in County,2010,Laois,Number,202064.0
Animals in County,2010,Leitrim,Number,67461.0
Animals in County,2010,Limerick,Number,320813.0
Animals in County,2010,Longford,Number,103406.0
