Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Total Rainfall,1960M09,Roches Point,Millimetres,133.4
Total Rainfall,1960M09,Rosslare,Millimetres,102.8
Total Rainfall,1960M09,Shannon airport,Millimetres,106.5
Total Rainfall,1960M10,Belmullet,Millimetres,64.3
Total Rainfall,1960M10,Birr,Millimetres,59.5
Total Rainfall,1960M10,Valentia Observatory,Millimetres,109.4
Total Rainfall,1960M10,Casement,Millimetres,
Total Rainfall,1960M10,Claremorris,Millimetres,59.1
Total Rainfall,1960M10,Clones,Millimetres,73.7
Total Rainfall,1960M10,Cork airport,Millimetres,
Total Rainfall,1960M10,Dublin airport,Millimetres,161.3
Total Rainfall,1960M10,Galway,Millimetres,
Total Rainfall,1960M10,Kilkenny,Millimetres,96.5
Total Rainfall,1960M10,Malin head,Millimetres,67.4
Total Rainfall,1960M10,Mullingar,Millimetres,103.1
Total Rainfall,1960M10,Roches Point,Millimetres,153.1
Total Rainfall,1960M10,Rosslare,Millimetres,145.5
Total Rainfall,1960M10,Shannon airport,Millimetres,72.6
Total Rainfall,1960M11,Belmullet,Millimetres,158.3
Total Rainfall,1960M11,Birr,Millimetres,160.3
Total Rainfall,1960M11,Valentia Observatory,Millimetres,283.6
Total Rainfall,1960M11,Casement,Millimetres,
Total Rainfall,1960M11,Claremorris,Millimetres,210.8
Total Rainfall,1960M11,Clones,Millimetres,121.5
Total Rainfall,1960M11,Cork airport,Millimetres,
Total Rainfall,1960M11,Dublin airport,Millimetres,117.7
Total Rainfall,1960M11,Galway,Millimetres,
Total Rainfall,1960M11,Kilkenny,Millimetres,153.2
Total Rainfall,1960M11,Malin head,Millimetres,85.8
Total Rainfall,1960M11,Mullingar,Millimetres,161.8
Total Rainfall,1960M11,Roches Point,Millimetres,183.5
Total Rainfall,1960M11,Rosslare,Millimetres,172.8
Total Rainfall,1960M11,Shannon airport,Millimetres,182.0
Total Rainfall,1960M12,Belmullet,Millimetres,150.1
Total Rainfall,1960M12,Birr,Millimetres,127.1
Total Rainfall,1960M12,Valentia Observatory,Millimetres,221.6
Total Rainfall,1960M12,Casement,Millimetres,
Total Rainfall,1960M12,Claremorris,Millimetres,138.3
Total Rainfall,1960M12,Clones,Millimetres,93.0
Total Rainfall,1960M12,Cork airport,Millimetres,
Total Rainfall,1960M12,Dublin airport,Millimetres,95.4
Total Rainfall,1960M12,Galway,Millimetres,
Total Rainfall,1960M12,Kilkenny,Millimetres,124.7
Total Rainfall,1960M12,Malin head,Millimetres,148.3
Total Rainfall,1960M12,Mullingar,Millimetres,102.9
Total Rainfall,1960M12,Roches Point,Millimetres,81.7
Total Rainfall,1960M12,Rosslare,Millimetres,81.4
Total Rainfall,1960M12,Shannon airport,Millimetres,175.1
Total Rainfall,1961M01,Belmullet,Millimetres,163.4
Total Rainfall,1961M01,Birr,Millimetres,131.9
Total Rainfall,1961M01,Valentia Observatory,Millimetres,261.1
Total Rainfall,1961M01,Casement,Millimetres,
Total Rainfall,1961M01,Claremorris,Millimetres,168.0
Total Rainfall,1961M01,Clones,Millimetres,112.0
Total Rainfall,1961M01,Cork airport,Millimetres,
Total Rainfall,1961M01,Dublin airport,Millimetres,106.3
Total Rainfall,1961M01,Galway,Millimetres,
Total Rainfall,1961M01,Kilkenny,Millimetres,129.5
Total Rainfall,1961M01,Malin head,Millimetres,100.9
Total Rainfall,1961M01,Mullingar,Millimetres,132.5
Total Rainfall,1961M01,Roches Point,Millimetres,168.9
Total Rainfall,1961M01,Rosslare,Millimetres,144.8
Total Rainfall,1961M01,Shannon airport,Millimetres,130.9
Total Rainfall,1961M02,Belmullet,Millimetres,86.5
Total Rainfall,1961M02,Birr,Millimetres,78.4
Total Rainfall,1961M02,Valentia Observatory,Millimetres,124.2
Total Rainfall,1961M02,Casement,Millimetres,
Total Rainfall,1961M02,Claremorris,Millimetres,105.6
Total Rainfall,1961M02,Clones,Millimetres,94.0
Total Rainfall,1961M02,Cork airport,Millimetres,
Total Rainfall,1961M02,Dublin airport,Millimetres,50.8
Total Rainfall,1961M02,Galway,Millimetres,
Total Rainfall,1961M02,Kilkenny,Millimetres,69.7
Total Rainfall,1961M02,Malin head,Millimetres,113.3
Total Rainfall,1961M02,Mullingar,Millimetres,75.8
Total Rainfall,1961M02,Roches Point,Millimetres,54.8
Total Rainfall,1961M02,Rosslare,Millimetres,56.2
Total Rainfall,1961M02,Shannon airport,Millimetres,97.1
Total Rainfall,1961M03,Belmullet,Millimetres,37.9
Total Rainfall,1961M03,Birr,Millimetres,13.4
Total Rainfall,1961M03,Valentia Observatory,Millimetres,19.1
Total Rainfall,1961M03,Casement,Millimetres,
Total Rainfall,1961M03,Claremorris,Millimetres,30.4
Total Rainfall,1961M03,Clones,Millimetres,31.9
Total Rainfall,1961M03,Cork airport,Millimetres,
Total Rainfall,1961M03,Dublin airport,Millimetres,4.0
Total Rainfall,1961M03,Galway,Millimetres,
Total Rainfall,1961M03,Kilkenny,Millimetres,4.0
Total Rainfall,1961M03,Malin head,Millimetres,60.4
Total Rainfall,1961M03,Mullingar,Millimetres,13.3
Total Rainfall,1961M03,Roches Point,Millimetres,2.6
Total Rainfall,1961M03,Rosslare,Millimetres,2.5
Total Rainfall,1961M03,Shannon airport,Millimetres,18.0
Total Rainfall,1961M04,Belmullet,Millimetres,91.9
Total Rainfall,1961M04,Birr,Millimetres,117.2
Total Rainfall,1961M04,Valentia Observatory,Millimetres,147.8
Total Rainfall,1961M04,Casement,Millimetres,
Total Rainfall,1961M04,Claremorris,Millimetres,90.2
Total Rainfall,1961M04,Clones,Millimetres,106.3
Total Rainfall,1961M04,Cork airport,Millimetres,
Total Rainfall,1961M04,Dublin airport,Millimetres,90.4
Total Rainfall,1961M04,Galway,Millimetres,
Total Rainfall,1961M04,Kilkenny,Millimetres,112.4
Total Rainfall,1961M04,Malin head,Millimetres,124.5
Total Rainfall,1961M04,Mullingar,Millimetres,109.8
Total Rainfall,1961M04,Roches Point,Millimetres,132.0
Total Rainfall,1961M04,Rosslare,Millimetres,118.5
Total Rainfall,1961M04,Shannon airport,Millimetres,95.9
Total Rainfall,1961M05,Belmullet,Millimetres,56.7
Total Rainfall,1961M05,Birr,Millimetres,60.2
Total Rainfall,1961M05,Valentia Observatory,Millimetres,44.3
Total Rainfall,1961M05,Casement,Millimetres,
Total Rainfall,1961M05,Claremorris,Millimetres,57.5
Total Rainfall,1961M05,Clones,Millimetres,75.3
Total Rainfall,1961M05,Cork airport,Millimetres,
Total Rainfall,1961M05,Dublin airport,Millimetres,29.6
Total Rainfall,1961M05,Galway,Millimetres,
Total Rainfall,1961M05,Kilkenny,Millimetres,37.1
Total Rainfall,1961M05,Malin head,Millimetres,47.2
Total Rainfall,1961M05,Mullingar,Millimetres,55.3
Total Rainfall,1961M05,Roches Point,Millimetres,34.2
Total Rainfall,1961M05,Rosslare,Millimetres,31.7
Total Rainfall,1961M05,Shannon airport,Millimetres,32.6
Total Rainfall,1961M06,Belmullet,Millimetres,64.5
Total Rainfall,1961M06,Birr,Millimetres,48.1
Total Rainfall,1961M06,Valentia Observatory,Millimetres,59.4
Total Rainfall,1961M06,Casement,Millimetres,
Total Rainfall,1961M06,Claremorris,Millimetres,57.9
Total Rainfall,1961M06,Clones,Millimetres,38.6
Total Rainfall,1961M06,Cork airport,Millimetres,
Total Rainfall,1961M06,Dublin airport,Millimetres,42.4
Total Rainfall,1961M06,Galway,Millimetres,
Total Rainfall,1961M06,Kilkenny,Millimetres,33.0
Total Rainfall,1961M06,Malin head,Millimetres,49.9
Total Rainfall,1961M06,Mullingar,Millimetres,56.9
Total Rainfall,1961M06,Roches Point,Millimetres,40.2
Total Rainfall,1961M06,Rosslare,Millimetres,31.8
Total Rainfall,1961M06,Shannon airport,Millimetres,42.2
Total Rainfall,1961M07,Belmullet,Millimetres,117.2
Total Rainfall,1961M07,Birr,Millimetres,97.8
Total Rainfall,1961M07,Valentia Observatory,Millimetres,93.5
Total Rainfall,1961M07,Casement,Millimetres,
Total Rainfall,1961M07,Claremorris,Millimetres,122.7
Total Rainfall,1961M07,Clones,Millimetres,68.7
Total Rainfall,1961M07,Cork airport,Millimetres,
Total Rainfall,1961M07,Dublin airport,Millimetres,52.6
Total Rainfall,1961M07,Galway,Millimetres,
Total Rainfall,1961M07,Kilkenny,Millimetres,71.0
Total Rainfall,1961M07,Malin head,Millimetres,73.3
Total Rainfall,1961M07,Mullingar,Millimetres,82.5
Total Rainfall,1961M07,Roches Point,Millimetres,45.2
Total Rainfall,1961M07,Rosslare,Millimetres,44.1
Total Rainfall,1961M07,Shannon airport,Millimetres,81.1
Total Rainfall,1961M08,Belmullet,Millimetres,96.0
Total Rainfall,1961M08,Birr,Millimetres,63.6
Total Rainfall,1961M08,Valentia Observatory,Millimetres,47.0
Total Rainfall,1961M08,Casement,Millimetres,
Total Rainfall,1961M08,Claremorris,Millimetres,81.5
Total Rainfall,1961M08,Clones,Millimetres,74.3
Total Rainfall,1961M08,Cork airport,Millimetres,
Total Rainfall,1961M08,Dublin airport,Millimetres,47.3
Total Rainfall,1961M08,Galway,Millimetres,
Total Rainfall,1961M08,Kilkenny,Millimetres,38.5
Total Rainfall,1961M08,Malin head,Millimetres,131.2
Total Rainfall,1961M08,Mullingar,Millimetres,74.1
Total Rainfall,1961M08,Roches Point,Millimetres,41.6
Total Rainfall,1961M08,Rosslare,Millimetres,50.5
Total Rainfall,1961M08,Shannon airport,Millimetres,76.5
Total Rainfall,1961M09,Belmullet,Millimetres,137.4
Total Rainfall,1961M09,Birr,Millimetres,95.3
Total Rainfall,1961M09,Valentia Observatory,Millimetres,205.3
Total Rainfall,1961M09,Casement,Millimetres,
Total Rainfall,1961M09,Claremorris,Millimetres,148.0
Total Rainfall,1961M09,Clones,Millimetres,109.4
Total Rainfall,1961M09,Cork airport,Millimetres,
Total Rainfall,1961M09,Dublin airport,Millimetres,86.4
Total Rainfall,1961M09,Galway,Millimetres,
Total Rainfall,1961M09,Kilkenny,Millimetres,118.6
Total Rainfall,1961M09,Malin head,Millimetres,92.2
Total Rainfall,1961M09,Mullingar,Millimetres,115.7
Total Rainfall,1961M09,Roches Point,Millimetres,107.6
Total Rainfall,1961M09,Rosslare,Millimetres,106.3
Total Rainfall,1961M09,Shannon airport,Millimetres,94.2
Total Rainfall,1961M10,Belmullet,Millimetres,194.8
Total Rainfall,1961M10,Birr,Millimetres,84.0
Total Rainfall,1961M10,Valentia Observatory,Millimetres,173.6
Total Rainfall,1961M10,Casement,Millimetres,
Total Rainfall,1961M10,Claremorris,Millimetres,143.5
Total Rainfall,1961M10,Clones,Millimetres,84.2
Total Rainfall,1961M10,Cork airport,Millimetres,
Total Rainfall,1961M10,Dublin airport,Millimetres,58.8
Total Rainfall,1961M10,Galway,Millimetres,
Total Rainfall,1961M10,Kilkenny,Millimetres,86.3
Total Rainfall,1961M10,Malin head,Millimetres,101.8
Total Rainfall,1961M10,Mullingar,Millimetres,73.5
Total Rainfall,1961M10,Roches Point,Millimetres,98.8
Total Rainfall,1961M10,Rosslare,Millimetres,121.8
Total Rainfall,1961M10,Shannon airport,Millimetres,84.8
Total Rainfall,1961M11,Belmullet,Millimetres,111.7
Total Rainfall,1961M11,Birr,Millimetres,58.3
Total Rainfall,1961M11,Valentia Observatory,Millimetres,92.8
Total Rainfall,1961M11,Casement,Millimetres,
Total Rainfall,1961M11,Claremorris,Millimetres,84.1
Total Rainfall,1961M11,Clones,Millimetres,62.1
Total Rainfall,1961M11,Cork airport,Millimetres,
Total Rainfall,1961M11,Dublin airport,Millimetres,52.8
Total Rainfall,1961M11,Galway,Millimetres,
Total Rainfall,1961M11,Kilkenny,Millimetres,35.7
Total Rainfall,1961M11,Malin head,Millimetres,90.7
Total Rainfall,1961M11,Mullingar,Millimetres,58.9
Total Rainfall,1961M11,Roches Point,Millimetres,51.1
Total Rainfall,1961M11,Rosslare,Millimetres,67.7
Total Rainfall,1961M11,Shannon airport,Millimetres,67.4
Total Rainfall,1961M12,Belmullet,Millimetres,103.6
Total Rainfall,1961M12,Birr,Millimetres,59.3
Total Rainfall,1961M12,Valentia Observatory,Millimetres,107.7
Total Rainfall,1961M12,Casement,Millimetres,
Total Rainfall,1961M12,Claremorris,Millimetres,98.0
Total Rainfall,1961M12,Clones,Millimetres,93.5
Total Rainfall,1961M12,Cork airport,Millimetres,
Total Rainfall,1961M12,Dublin airport,Millimetres,57.1
Total Rainfall,1961M12,Galway,Millimetres,
Total Rainfall,1961M12,Kilkenny,Millimetres,63.3
Total Rainfall,1961M12,Malin head,Millimetres,98.0
Total Rainfall,1961M12,Mullingar,Millimetres,66.1
Total Rainfall,1961M12,Roches Point,Millimetres,85.7
Total Rainfall,1961M12,Rosslare,Millimetres,95.0
Total Rainfall,1961M12,Shannon airport,Millimetres,83.7
Total Rainfall,1962M01,Belmullet,Millimetres,153.9
Total Rainfall,1962M01,Birr,Millimetres,86.7
Total Rainfall,1962M01,Valentia Observatory,Millimetres,165.8
Total Rainfall,1962M01,Casement,Millimetres,
Total Rainfall,1962M01,Claremorris,Millimetres,146.1
Total Rainfall,1962M01,Clones,Millimetres,109.7
Total Rainfall,1962M01,Cork airport,Millimetres,0.0
Total Rainfall,1962M01,Dublin airport,Millimetres,41.1
Total Rainfall,1962M01,Galway,Millimetres,
Total Rainfall,1962M01,Kilkenny,Millimetres,102.7
Total Rainfall,1962M01,Malin head,Millimetres,143.6
Total Rainfall,1962M01,Mullingar,Millimetres,98.1
Total Rainfall,1962M01,Roches Point,Millimetres,104.2
Total Rainfall,1962M01,Rosslare,Millimetres,89.7
Total Rainfall,1962M01,Shannon airport,Millimetres,147.6
Total Rainfall,1962M02,Belmullet,Millimetres,48.1
Total Rainfall,1962M02,Birr,Millimetres,33.2
Total Rainfall,1962M02,Valentia Observatory,Millimetres,36.6
Total Rainfall,1962M02,Casement,Millimetres,
Total Rainfall,1962M02,Claremorris,Millimetres,45.6
Total Rainfall,1962M02,Clones,Millimetres,48.5
Total Rainfall,1962M02,Cork airport,Millimetres,0.0
Total Rainfall,1962M02,Dublin airport,Millimetres,26.7
Total Rainfall,1962M02,Galway,Millimetres,
Total Rainfall,1962M02,Kilkenny,Millimetres,27.2
Total Rainfall,1962M02,Malin head,Millimetres,66.2
Total Rainfall,1962M02,Mullingar,Millimetres,63.7
Total Rainfall,1962M02,Roches Point,Millimetres,23.5
Total Rainfall,1962M02,Rosslare,Millimetres,21.1
Total Rainfall,1962M02,Shannon airport,Millimetres,37.7
Total Rainfall,1962M03,Belmullet,Millimetres,98.7
Total Rainfall,1962M03,Birr,Millimetres,54.0
Total Rainfall,1962M03,Valentia Observatory,Millimetres,126.9
Total Rainfall,1962M03,Casement,Millimetres,
Total Rainfall,1962M03,Claremorris,Millimetres,82.1
Total Rainfall,1962M03,Clones,Millimetres,54.0
Total Rainfall,1962M03,Cork airport,Millimetres,0.0
Total Rainfall,1962M03,Dublin airport,Millimetres,53.6
Total Rainfall,1962M03,Galway,Millimetres,
Total Rainfall,1962M03,Kilkenny,Millimetres,60.6
Total Rainfall,1962M03,Malin head,Millimetres,78.6
Total Rainfall,1962M03,Mullingar,Millimetres,58.9
Total Rainfall,1962M03,Roches Point,Millimetres,91.7
Total Rainfall,1962M03,Rosslare,Millimetres,66.2
Total Rainfall,1962M03,Shannon airport,Millimetres,68.7
Total Rainfall,1962M04,Belmullet,Millimetres,68.9
Total Rainfall,1962M04,Birr,Millimetres,50.3
Total Rainfall,1962M04,Valentia Observatory,Millimetres,75.1
Total Rainfall,1962M04,Casement,Millimetres,
Total Rainfall,1962M04,Claremorris,Millimetres,70.9
Total Rainfall,1962M04,Clones,Millimetres,45.5
Total Rainfall,1962M04,Cork airport,Millimetres,68.6
Total Rainfall,1962M04,Dublin airport,Millimetres,40.8
Total Rainfall,1962M04,Galway,Millimetres,
Total Rainfall,1962M04,Kilkenny,Millimetres,61.9
Total Rainfall,1962M04,Malin head,Millimetres,65.6
Total Rainfall,1962M04,Mullingar,Millimetres,58.7
Total Rainfall,1962M04,Roches Point,Millimetres,39.6
Total Rainfall,1962M04,Rosslare,Millimetres,45.4
Total Rainfall,1962M04,Shannon airport,Millimetres,57.5
Total Rainfall,1962M05,Belmullet,Millimetres,50.3
Total Rainfall,1962M05,Birr,Millimetres,68.6
Total Rainfall,1962M05,Valentia Observatory,Millimetres,95.0
Total Rainfall,1962M05,Casement,Millimetres,
Total Rainfall,1962M05,Claremorris,Millimetres,54.4
Total Rainfall,1962M05,Clones,Millimetres,67.3
Total Rainfall,1962M05,Cork airport,Millimetres,80.7
Total Rainfall,1962M05,Dublin airport,Millimetres,56.8
Total Rainfall,1962M05,Galway,Millimetres,
Total Rainfall,1962M05,Kilkenny,Millimetres,59.1
Total Rainfall,1962M05,Malin head,Millimetres,44.5
Total Rainfall,1962M05,Mullingar,Millimetres,84.2
Total Rainfall,1962M05,Roches Point,Millimetres,74.2
Total Rainfall,1962M05,Rosslare,Millimetres,67.1
Total Rainfall,1962M05,Shannon airport,Millimetres,49.1
Total Rainfall,1962M06,Belmullet,Millimetres,56.2
Total Rainfall,1962M06,Birr,Millimetres,36.4
Total Rainfall,1962M06,Valentia Observatory,Millimetres,69.3
Total Rainfall,1962M06,Casement,Millimetres,
Total Rainfall,1962M06,Claremorris,Millimetres,73.1
Total Rainfall,1962M06,Clones,Millimetres,40.6
Total Rainfall,1962M06,Cork airport,Millimetres,50.2
Total Rainfall,1962M06,Dublin airport,Millimetres,24.9
Total Rainfall,1962M06,Galway,Millimetres,
Total Rainfall,1962M06,Kilkenny,Millimetres,27.0
Total Rainfall,1962M06,Malin head,Millimetres,59.1
Total Rainfall,1962M06,Mullingar,Millimetres,40.6
Total Rainfall,1962M06,Roches Point,Millimetres,24.8
Total Rainfall,1962M06,Rosslare,Millimetres,37.9
Total Rainfall,1962M06,Shannon airport,Millimetres,46.1
Total Rainfall,1962M07,Belmullet,Millimetres,42.7
Total Rainfall,1962M07,Birr,Millimetres,52.8
Total Rainfall,1962M07,Valentia Observatory,Millimetres,68.6
Total Rainfall,1962M07,Casement,Millimetres,
Total Rainfall,1962M07,Claremorris,Millimetres,62.5
Total Rainfall,1962M07,Clones,Millimetres,57.3
Total Rainfall,1962M07,Cork airport,Millimetres,92.2
Total Rainfall,1962M07,Dublin airport,Millimetres,68.0
Total Rainfall,1962M07,Galway,Millimetres,
Total Rainfall,1962M07,Kilkenny,Millimetres,57.9
Total Rainfall,1962M07,Malin head,Millimetres,43.9
Total Rainfall,1962M07,Mullingar,Millimetres,55.9
Total Rainfall,1962M07,Roches Point,Millimetres,69.6
Total Rainfall,1962M07,Rosslare,Millimetres,92.3
Total Rainfall,1962M07,Shannon airport,Millimetres,53.9
Total Rainfall,1962M08,Belmullet,Millimetres,105.6
Total Rainfall,1962M08,Birr,Millimetres,115.4
Total Rainfall,1962M08,Valentia Observatory,Millimetres,125.1
Total Rainfall,1962M08,Casement,Millimetres,
Total Rainfall,1962M08,Claremorris,Millimetres,100.7
Total Rainfall,1962M08,Clones,Millimetres,119.5
Total Rainfall,1962M08,Cork airport,Millimetres,99.4
Total Rainfall,1962M08,Dublin airport,Millimetres,73.1
Total Rainfall,1962M08,Galway,Millimetres,
Total Rainfall,1962M08,Kilkenny,Millimetres,87.3
Total Rainfall,1962M08,Malin head,Millimetres,135.8
Total Rainfall,1962M08,Mullingar,Millimetres,106.2
Total Rainfall,1962M08,Roches Point,Millimetres,69.9
Total Rainfall,1962M08,Rosslare,Millimetres,91.4
Total Rainfall,1962M08,Shannon airport,Millimetres,131.9
Total Rainfall,1962M09,Belmullet,Millimetres,130.3
Total Rainfall,1962M09,Birr,Millimetres,142.1
Total Rainfall,1962M09,Valentia Observatory,Millimetres,143.5
Total Rainfall,1962M09,Casement,Millimetres,
Total Rainfall,1962M09,Claremorris,Millimetres,152.7
Total Rainfall,1962M09,Clones,Millimetres,149.5
Total Rainfall,1962M09,Cork airport,Millimetres,122.4
Total Rainfall,1962M09,Dublin airport,Millimetres,129.2
Total Rainfall,1962M09,Galway,Millimetres,
Total Rainfall,1962M09,Kilkenny,Millimetres,123.6
Total Rainfall,1962M09,Malin head,Millimetres,123.0
Total Rainfall,1962M09,Mullingar,Millimetres,177.3
Total Rainfall,1962M09,Roches Point,Millimetres,81.6
Total Rainfall,1962M09,Rosslare,Millimetres,100.2
Total Rainfall,1962M09,Shannon airport,Millimetres,107.6
Total Rainfall,1962M10,Belmullet,Millimetres,59.3
Total Rainfall,1962M10,Birr,Millimetres,29.4
Total Rainfall,1962M10,Valentia Observatory,Millimetres,71.4
Total Rainfall,1962M10,Casement,Millimetres,
Total Rainfall,1962M10,Claremorris,Millimetres,34.2
Total Rainfall,1962M10,Clones,Millimetres,52.5
Total Rainfall,1962M10,Cork airport,Millimetres,42.6
Total Rainfall,1962M10,Dublin airport,Millimetres,16.8
Total Rainfall,1962M10,Galway,Millimetres,
Total Rainfall,1962M10,Kilkenny,Millimetres,39.9
Total Rainfall,1962M10,Malin head,Millimetres,38.9
Total Rainfall,1962M10,Mullingar,Millimetres,38.8
Total Rainfall,1962M10,Roches Point,Millimetres,25.4
Total Rainfall,1962M10,Rosslare,Millimetres,28.9
Total Rainfall,1962M10,Shannon airport,Millimetres,47.5
Total Rainfall,1962M11,Belmullet,Millimetres,145.3
Total Rainfall,1962M11,Birr,Millimetres,85.0
Total Rainfall,1962M11,Valentia Observatory,Millimetres,123.3
Total Rainfall,1962M11,Casement,Millimetres,
Total Rainfall,1962M11,Claremorris,Millimetres,111.8
Total Rainfall,1962M11,Clones,Millimetres,56.1
Total Rainfall,1962M11,Cork airport,Millimetres,105.5
Total Rainfall,1962M11,Dublin airport,Millimetres,47.9
Total Rainfall,1962M11,Galway,Millimetres,
Total Rainfall,1962M11,Kilkenny,Millimetres,84.0
Total Rainfall,1962M11,Malin head,Millimetres,97.3
Total Rainfall,1962M11,Mullingar,Millimetres,73.5
Total Rainfall,1962M11,Roches Point,Millimetres,87.9
Total Rainfall,1962M11,Rosslare,Millimetres,87.2
Total Rainfall,1962M11,Shannon airport,Millimetres,83.0
Total Rainfall,1962M12,Belmullet,Millimetres,98.2
Total Rainfall,1962M12,Birr,Millimetres,75.9
Total Rainfall,1962M12,Valentia Observatory,Millimetres,131.7
