Statistic,Year,State,UNIT,VALUE
Intermediate Consumption - Seeds,2020,State,Euro Million,74.5
Intermediate Consumption - Seeds,2021,State,Euro Million,
Intermediate Consumption - Energy and Lubricants,1990,State,Euro Million,165.0
Intermediate Consumption - Energy and Lubricants,1991,State,Euro Million,164.8
Intermediate Consumption - Energy and Lubricants,1992,State,Euro Million,155.4
Intermediate Consumption - Energy and Lubricants,1993,State,Euro Million,158.9
Intermediate Consumption - Energy and Lubricants,1994,State,Euro Million,158.8
Intermediate Consumption - Energy and Lubricants,1995,State,Euro Million,161.2
Intermediate Consumption - Energy and Lubricants,1996,State,Euro Million,186.7
Intermediate Consumption - Energy and Lubricants,1997,State,Euro Million,187.4
Intermediate Consumption - Energy and Lubricants,1998,State,Euro Million,185.8
Intermediate Consumption - Energy and Lubricants,1999,State,Euro Million,189.5
Intermediate Consumption - Energy and Lubricants,2000,State,Euro Million,217.7
Intermediate Consumption - Energy and Lubricants,2001,State,Euro Million,242.8
Intermediate Consumption - Energy and Lubricants,2002,State,Euro Million,221.5
Intermediate Consumption - Energy and Lubricants,2003,State,Euro Million,227.7
Intermediate Consumption - Energy and Lubricants,2004,State,Euro Million,237.6
Intermediate Consumption - Energy and Lubricants,2005,State,Euro Million,300.3
Intermediate Consumption - Energy and Lubricants,2006,State,Euro Million,329.8
Intermediate Consumption - Energy and Lubricants,2007,State,Euro Million,347.8
Intermediate Consumption - Energy and Lubricants,2008,State,Euro Million,379.3
Intermediate Consumption - Energy and Lubricants,2009,State,Euro Million,340.0
Intermediate Consumption - Energy and Lubricants,2010,State,Euro Million,371.0
Intermediate Consumption - Energy and Lubricants,2011,State,Euro Million,425.5
Intermediate Consumption - Energy and Lubricants,2012,State,Euro Million,443.2
Intermediate Consumption - Energy and Lubricants,2013,State,Euro Million,452.6
Intermediate Consumption - Energy and Lubricants,2014,State,Euro Million,455.0
Intermediate Consumption - Energy and Lubricants,2015,State,Euro Million,396.6
Intermediate Consumption - Energy and Lubricants,2016,State,Euro Million,377.6
Intermediate Consumption - Energy and Lubricants,2017,State,Euro Million,390.2
Intermediate Consumption - Energy and Lubricants,2018,State,Euro Million,424.1
Intermediate Consumption - Energy and Lubricants,2019,State,Euro Million,439.6
Intermediate Consumption - Energy and Lubricants,2020,State,Euro Million,385.8
Intermediate Consumption - Energy and Lubricants,2021,State,Euro Million,427.1
Intermediate Consumption - Maintenance and Repairs,1990,State,Euro Million,203.9
Intermediate Consumption - Maintenance and Repairs,1991,State,Euro Million,184.6
Intermediate Consumption - Maintenance and Repairs,1992,State,Euro Million,175.1
Intermediate Consumption - Maintenance and Repairs,1993,State,Euro Million,195.7
Intermediate Consumption - Maintenance and Repairs,1994,State,Euro Million,220.3
Intermediate Consumption - Maintenance and Repairs,1995,State,Euro Million,241.5
Intermediate Consumption - Maintenance and Repairs,1996,State,Euro Million,270.7
Intermediate Consumption - Maintenance and Repairs,1997,State,Euro Million,270.4
Intermediate Consumption - Maintenance and Repairs,1998,State,Euro Million,277.2
Intermediate Consumption - Maintenance and Repairs,1999,State,Euro Million,286.3
Intermediate Consumption - Maintenance and Repairs,2000,State,Euro Million,290.5
Intermediate Consumption - Maintenance and Repairs,2001,State,Euro Million,333.0
Intermediate Consumption - Maintenance and Repairs,2002,State,Euro Million,306.8
Intermediate Consumption - Maintenance and Repairs,2003,State,Euro Million,325.1
Intermediate Consumption - Maintenance and Repairs,2004,State,Euro Million,327.2
Intermediate Consumption - Maintenance and Repairs,2005,State,Euro Million,369.4
Intermediate Consumption - Maintenance and Repairs,2006,State,Euro Million,377.7
Intermediate Consumption - Maintenance and Repairs,2007,State,Euro Million,393.3
Intermediate Consumption - Maintenance and Repairs,2008,State,Euro Million,400.5
Intermediate Consumption - Maintenance and Repairs,2009,State,Euro Million,399.7
Intermediate Consumption - Maintenance and Repairs,2010,State,Euro Million,418.5
Intermediate Consumption - Maintenance and Repairs,2011,State,Euro Million,428.3
Intermediate Consumption - Maintenance and Repairs,2012,State,Euro Million,445.8
Intermediate Consumption - Maintenance and Repairs,2013,State,Euro Million,441.4
Intermediate Consumption - Maintenance and Repairs,2014,State,Euro Million,452.3
Intermediate Consumption - Maintenance and Repairs,2015,State,Euro Million,431.0
Intermediate Consumption - Maintenance and Repairs,2016,State,Euro Million,451.4
Intermediate Consumption - Maintenance and Repairs,2017,State,Euro Million,473.5
Intermediate Consumption - Maintenance and Repairs,2018,State,Euro Million,474.0
Intermediate Consumption - Maintenance and Repairs,2019,State,Euro Million,489.9
Intermediate Consumption - Maintenance and Repairs,2020,State,Euro Million,539.2
Intermediate Consumption - Maintenance and Repairs,2021,State,Euro Million,
Intermediate Consumption - Other Goods and Services,1990,State,Euro Million,182.3
Intermediate Consumption - Other Goods and Services,1991,State,Euro Million,185.5
Intermediate Consumption - Other Goods and Services,1992,State,Euro Million,183.0
Intermediate Consumption - Other Goods and Services,1993,State,Euro Million,193.1
Intermediate Consumption - Other Goods and Services,1994,State,Euro Million,200.3
Intermediate Consumption - Other Goods and Services,1995,State,Euro Million,214.6
Intermediate Consumption - Other Goods and Services,1996,State,Euro Million,249.4
Intermediate Consumption - Other Goods and Services,1997,State,Euro Million,245.9
Intermediate Consumption - Other Goods and Services,1998,State,Euro Million,255.6
Intermediate Consumption - Other Goods and Services,1999,State,Euro Million,263.3
Intermediate Consumption - Other Goods and Services,2000,State,Euro Million,283.9
Intermediate Consumption - Other Goods and Services,2001,State,Euro Million,318.8
Intermediate Consumption - Other Goods and Services,2002,State,Euro Million,321.8
Intermediate Consumption - Other Goods and Services,2003,State,Euro Million,325.6
Intermediate Consumption - Other Goods and Services,2004,State,Euro Million,319.9
Intermediate Consumption - Other Goods and Services,2005,State,Euro Million,357.9
Intermediate Consumption - Other Goods and Services,2006,State,Euro Million,361.8
Intermediate Consumption - Other Goods and Services,2007,State,Euro Million,370.6
Intermediate Consumption - Other Goods and Services,2008,State,Euro Million,386.8
Intermediate Consumption - Other Goods and Services,2009,State,Euro Million,416.3
Intermediate Consumption - Other Goods and Services,2010,State,Euro Million,440.0
Intermediate Consumption - Other Goods and Services,2011,State,Euro Million,450.7
Intermediate Consumption - Other Goods and Services,2012,State,Euro Million,444.4
Intermediate Consumption - Other Goods and Services,2013,State,Euro Million,453.5
Intermediate Consumption - Other Goods and Services,2014,State,Euro Million,473.1
Intermediate Consumption - Other Goods and Services,2015,State,Euro Million,482.0
Intermediate Consumption - Other Goods and Services,2016,State,Euro Million,512.1
Intermediate Consumption - Other Goods and Services,2017,State,Euro Million,517.8
Intermediate Consumption - Other Goods and Services,2018,State,Euro Million,515.2
Intermediate Consumption - Other Goods and Services,2019,State,Euro Million,553.4
Intermediate Consumption - Other Goods and Services,2020,State,Euro Million,518.4
Intermediate Consumption - Other Goods and Services,2021,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1990,State,Euro Million,73.2
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1991,State,Euro Million,75.3
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1992,State,Euro Million,72.2
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1993,State,Euro Million,79.8
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1994,State,Euro Million,81.8
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1995,State,Euro Million,89.7
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1996,State,Euro Million,109.3
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1997,State,Euro Million,103.7
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1998,State,Euro Million,108.0
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",1999,State,Euro Million,110.3
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2000,State,Euro Million,108.1
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2001,State,Euro Million,118.6
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2002,State,Euro Million,111.6
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2003,State,Euro Million,112.8
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2004,State,Euro Million,114.2
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2005,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2006,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2007,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2008,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2009,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2010,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2011,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2012,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2013,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2014,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2015,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2016,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2017,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2018,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2019,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2020,State,Euro Million,
"Intermediate Consumption - Other Goods (Detergents, Small Tools, etc)",2021,State,Euro Million,
Intermediate Consumption - Services,1990,State,Euro Million,109.1
Intermediate Consumption - Services,1991,State,Euro Million,110.2
Intermediate Consumption - Services,1992,State,Euro Million,110.8
Intermediate Consumption - Services,1993,State,Euro Million,113.3
Intermediate Consumption - Services,1994,State,Euro Million,118.5
Intermediate Consumption - Services,1995,State,Euro Million,124.9
Intermediate Consumption - Services,1996,State,Euro Million,140.1
Intermediate Consumption - Services,1997,State,Euro Million,142.2
Intermediate Consumption - Services,1998,State,Euro Million,147.6
Intermediate Consumption - Services,1999,State,Euro Million,153.0
Intermediate Consumption - Services,2000,State,Euro Million,175.8
Intermediate Consumption - Services,2001,State,Euro Million,200.2
Intermediate Consumption - Services,2002,State,Euro Million,210.2
Intermediate Consumption - Services,2003,State,Euro Million,212.8
Intermediate Consumption - Services,2004,State,Euro Million,205.7
Intermediate Consumption - Services,2005,State,Euro Million,
Intermediate Consumption - Services,2006,State,Euro Million,
Intermediate Consumption - Services,2007,State,Euro Million,
Intermediate Consumption - Services,2008,State,Euro Million,
Intermediate Consumption - Services,2009,State,Euro Million,
Intermediate Consumption - Services,2010,State,Euro Million,
Intermediate Consumption - Services,2011,State,Euro Million,
Intermediate Consumption - Services,2012,State,Euro Million,
Intermediate Consumption - Services,2013,State,Euro Million,
Intermediate Consumption - Services,2014,State,Euro Million,
Intermediate Consumption - Services,2015,State,Euro Million,
Intermediate Consumption - Services,2016,State,Euro Million,
Intermediate Consumption - Services,2017,State,Euro Million,
Intermediate Consumption - Services,2018,State,Euro Million,
Intermediate Consumption - Services,2019,State,Euro Million,
Intermediate Consumption - Services,2020,State,Euro Million,
Intermediate Consumption - Services,2021,State,Euro Million,
Intermediate Consumption - Crop Protection Products,1990,State,Euro Million,47.4
Intermediate Consumption - Crop Protection Products,1991,State,Euro Million,50.4
Intermediate Consumption - Crop Protection Products,1992,State,Euro Million,55.2
Intermediate Consumption - Crop Protection Products,1993,State,Euro Million,57.0
Intermediate Consumption - Crop Protection Products,1994,State,Euro Million,57.5
Intermediate Consumption - Crop Protection Products,1995,State,Euro Million,60.2
Intermediate Consumption - Crop Protection Products,1996,State,Euro Million,67.0
Intermediate Consumption - Crop Protection Products,1997,State,Euro Million,69.5
Intermediate Consumption - Crop Protection Products,1998,State,Euro Million,72.3
Intermediate Consumption - Crop Protection Products,1999,State,Euro Million,69.9
Intermediate Consumption - Crop Protection Products,2000,State,Euro Million,67.4
Intermediate Consumption - Crop Protection Products,2001,State,Euro Million,60.5
Intermediate Consumption - Crop Protection Products,2002,State,Euro Million,73.0
Intermediate Consumption - Crop Protection Products,2003,State,Euro Million,65.1
Intermediate Consumption - Crop Protection Products,2004,State,Euro Million,64.6
Intermediate Consumption - Crop Protection Products,2005,State,Euro Million,55.9
Intermediate Consumption - Crop Protection Products,2006,State,Euro Million,46.4
Intermediate Consumption - Crop Protection Products,2007,State,Euro Million,50.9
Intermediate Consumption - Crop Protection Products,2008,State,Euro Million,56.7
Intermediate Consumption - Crop Protection Products,2009,State,Euro Million,47.6
Intermediate Consumption - Crop Protection Products,2010,State,Euro Million,54.1
Intermediate Consumption - Crop Protection Products,2011,State,Euro Million,58.3
Intermediate Consumption - Crop Protection Products,2012,State,Euro Million,66.2
Intermediate Consumption - Crop Protection Products,2013,State,Euro Million,59.0
Intermediate Consumption - Crop Protection Products,2014,State,Euro Million,69.2
Intermediate Consumption - Crop Protection Products,2015,State,Euro Million,74.8
Intermediate Consumption - Crop Protection Products,2016,State,Euro Million,68.8
Intermediate Consumption - Crop Protection Products,2017,State,Euro Million,82.6
Intermediate Consumption - Crop Protection Products,2018,State,Euro Million,73.3
Intermediate Consumption - Crop Protection Products,2019,State,Euro Million,80.7
Intermediate Consumption - Crop Protection Products,2020,State,Euro Million,76.9
Intermediate Consumption - Crop Protection Products,2021,State,Euro Million,
Intermediate Consumption - Veterinary Expenses,1990,State,Euro Million,85.2
Intermediate Consumption - Veterinary Expenses,1991,State,Euro Million,91.9
Intermediate Consumption - Veterinary Expenses,1992,State,Euro Million,93.7
Intermediate Consumption - Veterinary Expenses,1993,State,Euro Million,100.2
Intermediate Consumption - Veterinary Expenses,1994,State,Euro Million,108.7
Intermediate Consumption - Veterinary Expenses,1995,State,Euro Million,114.8
Intermediate Consumption - Veterinary Expenses,1996,State,Euro Million,146.6
Intermediate Consumption - Veterinary Expenses,1997,State,Euro Million,153.5
Intermediate Consumption - Veterinary Expenses,1998,State,Euro Million,155.7
Intermediate Consumption - Veterinary Expenses,1999,State,Euro Million,151.5
Intermediate Consumption - Veterinary Expenses,2000,State,Euro Million,159.4
Intermediate Consumption - Veterinary Expenses,2001,State,Euro Million,181.2
Intermediate Consumption - Veterinary Expenses,2002,State,Euro Million,189.8
Intermediate Consumption - Veterinary Expenses,2003,State,Euro Million,194.9
Intermediate Consumption - Veterinary Expenses,2004,State,Euro Million,196.1
Intermediate Consumption - Veterinary Expenses,2005,State,Euro Million,209.5
Intermediate Consumption - Veterinary Expenses,2006,State,Euro Million,220.5
Intermediate Consumption - Veterinary Expenses,2007,State,Euro Million,225.5
Intermediate Consumption - Veterinary Expenses,2008,State,Euro Million,224.2
Intermediate Consumption - Veterinary Expenses,2009,State,Euro Million,237.0
Intermediate Consumption - Veterinary Expenses,2010,State,Euro Million,232.7
Intermediate Consumption - Veterinary Expenses,2011,State,Euro Million,250.9
Intermediate Consumption - Veterinary Expenses,2012,State,Euro Million,282.6
Intermediate Consumption - Veterinary Expenses,2013,State,Euro Million,285.1
Intermediate Consumption - Veterinary Expenses,2014,State,Euro Million,286.0
Intermediate Consumption - Veterinary Expenses,2015,State,Euro Million,268.9
Intermediate Consumption - Veterinary Expenses,2016,State,Euro Million,289.9
Intermediate Consumption - Veterinary Expenses,2017,State,Euro Million,303.0
Intermediate Consumption - Veterinary Expenses,2018,State,Euro Million,308.5
Intermediate Consumption - Veterinary Expenses,2019,State,Euro Million,309.2
Intermediate Consumption - Veterinary Expenses,2020,State,Euro Million,325.8
Intermediate Consumption - Veterinary Expenses,2021,State,Euro Million,
Intermediate Consumption - Forage Plants,1990,State,Euro Million,553.1
Intermediate Consumption - Forage Plants,1991,State,Euro Million,525.6
Intermediate Consumption - Forage Plants,1992,State,Euro Million,533.8
Intermediate Consumption - Forage Plants,1993,State,Euro Million,572.9
Intermediate Consumption - Forage Plants,1994,State,Euro Million,604.6
Intermediate Consumption - Forage Plants,1995,State,Euro Million,621.4
Intermediate Consumption - Forage Plants,1996,State,Euro Million,633.5
Intermediate Consumption - Forage Plants,1997,State,Euro Million,568.0
Intermediate Consumption - Forage Plants,1998,State,Euro Million,553.0
Intermediate Consumption - Forage Plants,1999,State,Euro Million,570.8
Intermediate Consumption - Forage Plants,2000,State,Euro Million,638.5
Intermediate Consumption - Forage Plants,2001,State,Euro Million,683.0
Intermediate Consumption - Forage Plants,2002,State,Euro Million,619.3
Intermediate Consumption - Forage Plants,2003,State,Euro Million,635.0
Intermediate Consumption - Forage Plants,2004,State,Euro Million,680.5
Intermediate Consumption - Forage Plants,2005,State,Euro Million,777.0
Intermediate Consumption - Forage Plants,2006,State,Euro Million,862.8
Intermediate Consumption - Forage Plants,2007,State,Euro Million,947.9
Intermediate Consumption - Forage Plants,2008,State,Euro Million,1035.5
Intermediate Consumption - Forage Plants,2009,State,Euro Million,838.3
Intermediate Consumption - Forage Plants,2010,State,Euro Million,1041.0
Intermediate Consumption - Forage Plants,2011,State,Euro Million,1002.7
Intermediate Consumption - Forage Plants,2012,State,Euro Million,1006.0
Intermediate Consumption - Forage Plants,2013,State,Euro Million,1288.0
Intermediate Consumption - Forage Plants,2014,State,Euro Million,1037.1
Intermediate Consumption - Forage Plants,2015,State,Euro Million,1001.1
Intermediate Consumption - Forage Plants,2016,State,Euro Million,1046.4
Intermediate Consumption - Forage Plants,2017,State,Euro Million,1101.9
Intermediate Consumption - Forage Plants,2018,State,Euro Million,1331.8
Intermediate Consumption - Forage Plants,2019,State,Euro Million,1039.9
Intermediate Consumption - Forage Plants,2020,State,Euro Million,1140.2
Intermediate Consumption - Forage Plants,2021,State,Euro Million,1197.5
Intermediate Consumption - Contract Work,1990,State,Euro Million,180.7
Intermediate Consumption - Contract Work,1991,State,Euro Million,172.0
Intermediate Consumption - Contract Work,1992,State,Euro Million,179.8
Intermediate Consumption - Contract Work,1993,State,Euro Million,199.5
Intermediate Consumption - Contract Work,1994,State,Euro Million,205.3
Intermediate Consumption - Contract Work,1995,State,Euro Million,212.5
Intermediate Consumption - Contract Work,1996,State,Euro Million,220.9
Intermediate Consumption - Contract Work,1997,State,Euro Million,225.2
Intermediate Consumption - Contract Work,1998,State,Euro Million,225.3
Intermediate Consumption - Contract Work,1999,State,Euro Million,245.4
Intermediate Consumption - Contract Work,2000,State,Euro Million,258.1
Intermediate Consumption - Contract Work,2001,State,Euro Million,279.3
Intermediate Consumption - Contract Work,2002,State,Euro Million,248.3
Intermediate Consumption - Contract Work,2003,State,Euro Million,247.9
Intermediate Consumption - Contract Work,2004,State,Euro Million,261.1
Intermediate Consumption - Contract Work,2005,State,Euro Million,270.1
Intermediate Consumption - Contract Work,2006,State,Euro Million,271.5
Intermediate Consumption - Contract Work,2007,State,Euro Million,288.3
Intermediate Consumption - Contract Work,2008,State,Euro Million,281.0
Intermediate Consumption - Contract Work,2009,State,Euro Million,268.7
Intermediate Consumption - Contract Work,2010,State,Euro Million,319.1
Intermediate Consumption - Contract Work,2011,State,Euro Million,335.4
Intermediate Consumption - Contract Work,2012,State,Euro Million,323.8
Intermediate Consumption - Contract Work,2013,State,Euro Million,365.8
Intermediate Consumption - Contract Work,2014,State,Euro Million,358.7
Intermediate Consumption - Contract Work,2015,State,Euro Million,348.0
Intermediate Consumption - Contract Work,2016,State,Euro Million,371.7
Intermediate Consumption - Contract Work,2017,State,Euro Million,379.8
Intermediate Consumption - Contract Work,2018,State,Euro Million,453.2
Intermediate Consumption - Contract Work,2019,State,Euro Million,461.2
Intermediate Consumption - Contract Work,2020,State,Euro Million,447.0
Intermediate Consumption - Contract Work,2021,State,Euro Million,447.0
Gross Value Added at Basic Prices,1990,State,Euro Million,2738.2
Gross Value Added at Basic Prices,1991,State,Euro Million,2571.1
Gross Value Added at Basic Prices,1992,State,Euro Million,2935.1
Gross Value Added at Basic Prices,1993,State,Euro Million,3017.9
Gross Value Added at Basic Prices,1994,State,Euro Million,2985.2
Gross Value Added at Basic Prices,1995,State,Euro Million,3108.6
Gross Value Added at Basic Prices,1996,State,Euro Million,3035.8
Gross Value Added at Basic Prices,1997,State,Euro Million,2823.2
Gross Value Added at Basic Prices,1998,State,Euro Million,2816.7
Gross Value Added at Basic Prices,1999,State,Euro Million,2540.4
Gross Value Added at Basic Prices,2000,State,Euro Million,2778.0
Gross Value Added at Basic Prices,2001,State,Euro Million,2597.4
Gross Value Added at Basic Prices,2002,State,Euro Million,2422.9
Gross Value Added at Basic Prices,2003,State,Euro Million,2514.4
Gross Value Added at Basic Prices,2004,State,Euro Million,2640.9
Gross Value Added at Basic Prices,2005,State,Euro Million,1966.0
Gross Value Added at Basic Prices,2006,State,Euro Million,1452.0
Gross Value Added at Basic Prices,2007,State,Euro Million,1749.8
Gross Value Added at Basic Prices,2008,State,Euro Million,1443.0
Gross Value Added at Basic Prices,2009,State,Euro Million,823.4
Gross Value Added at Basic Prices,2010,State,Euro Million,1388.8
Gross Value Added at Basic Prices,2011,State,Euro Million,1869.4
Gross Value Added at Basic Prices,2012,State,Euro Million,1783.5
Gross Value Added at Basic Prices,2013,State,Euro Million,2001.6
Gross Value Added at Basic Prices,2014,State,Euro Million,2174.1
Gross Value Added at Basic Prices,2015,State,Euro Million,2471.6
Gross Value Added at Basic Prices,2016,State,Euro Million,2359.1
Gross Value Added at Basic Prices,2017,State,Euro Million,3158.5
Gross Value Added at Basic Prices,2018,State,Euro Million,2619.7
Gross Value Added at Basic Prices,2019,State,Euro Million,2854.2
Gross Value Added at Basic Prices,2020,State,Euro Million,3228.4
Gross Value Added at Basic Prices,2021,State,Euro Million,3900.6
Fixed Capital Consumption,1990,State,Euro Million,431.9
Fixed Capital Consumption,1991,State,Euro Million,444.9
Fixed Capital Consumption,1992,State,Euro Million,450.2
Fixed Capital Consumption,1993,State,Euro Million,457.4
Fixed Capital Consumption,1994,State,Euro Million,471.5
Fixed Capital Consumption,1995,State,Euro Million,496.4
Fixed Capital Consumption,1996,State,Euro Million,517.3
Fixed Capital Consumption,1997,State,Euro Million,532.2
Fixed Capital Consumption,1998,State,Euro Million,546.6
Fixed Capital Consumption,1999,State,Euro Million,566.5
Fixed Capital Consumption,2000,State,Euro Million,589.6
Fixed Capital Consumption,2001,State,Euro Million,617.8
Fixed Capital Consumption,2002,State,Euro Million,636.1
Fixed Capital Consumption,2003,State,Euro Million,639.8
Fixed Capital Consumption,2004,State,Euro Million,651.9
Fixed Capital Consumption,2005,State,Euro Million,647.6
Fixed Capital Consumption,2006,State,Euro Million,668.0
Fixed Capital Consumption,2007,State,Euro Million,704.0
Fixed Capital Consumption,2008,State,Euro Million,769.4
Fixed Capital Consumption,2009,State,Euro Million,779.6
Fixed Capital Consumption,2010,State,Euro Million,733.9
Fixed Capital Consumption,2011,State,Euro Million,709.9
Fixed Capital Consumption,2012,State,Euro Million,716.8
Fixed Capital Consumption,2013,State,Euro Million,711.9
Fixed Capital Consumption,2014,State,Euro Million,763.0
Fixed Capital Consumption,2015,State,Euro Million,805.3
Fixed Capital Consumption,2016,State,Euro Million,813.5
Fixed Capital Consumption,2017,State,Euro Million,849.3
Fixed Capital Consumption,2018,State,Euro Million,911.7
Fixed Capital Consumption,2019,State,Euro Million,973.1
Fixed Capital Consumption,2020,State,Euro Million,994.6
Fixed Capital Consumption,2021,State,Euro Million,994.6
"Fixed Capital Consumption - Machinery, Equipment, etc",1990,State,Euro Million,325.5
"Fixed Capital Consumption - Machinery, Equipment, etc",1991,State,Euro Million,331.7
"Fixed Capital Consumption - Machinery, Equipment, etc",1992,State,Euro Million,332.4
"Fixed Capital Consumption - Machinery, Equipment, etc",1993,State,Euro Million,335.5
"Fixed Capital Consumption - Machinery, Equipment, etc",1994,State,Euro Million,346.5
"Fixed Capital Consumption - Machinery, Equipment, etc",1995,State,Euro Million,366.2
"Fixed Capital Consumption - Machinery, Equipment, etc",1996,State,Euro Million,382.6
"Fixed Capital Consumption - Machinery, Equipment, etc",1997,State,Euro Million,389.1
"Fixed Capital Consumption - Machinery, Equipment, etc",1998,State,Euro Million,397.5
"Fixed Capital Consumption - Machinery, Equipment, etc",1999,State,Euro Million,410.7
"Fixed Capital Consumption - Machinery, Equipment, etc",2000,State,Euro Million,422.3
"Fixed Capital Consumption - Machinery, Equipment, etc",2001,State,Euro Million,430.0
"Fixed Capital Consumption - Machinery, Equipment, etc",2002,State,Euro Million,438.4
"Fixed Capital Consumption - Machinery, Equipment, etc",2003,State,Euro Million,440.6
"Fixed Capital Consumption - Machinery, Equipment, etc",2004,State,Euro Million,442.5
"Fixed Capital Consumption - Machinery, Equipment, etc",2005,State,Euro Million,430.8
"Fixed Capital Consumption - Machinery, Equipment, etc",2006,State,Euro Million,440.0
"Fixed Capital Consumption - Machinery, Equipment, etc",2007,State,Euro Million,458.2
"Fixed Capital Consumption - Machinery, Equipment, etc",2008,State,Euro Million,491.1
"Fixed Capital Consumption - Machinery, Equipment, etc",2009,State,Euro Million,489.2
"Fixed Capital Consumption - Machinery, Equipment, etc",2010,State,Euro Million,411.9
"Fixed Capital Consumption - Machinery, Equipment, etc",2011,State,Euro Million,393.4
"Fixed Capital Consumption - Machinery, Equipment, etc",2012,State,Euro Million,394.9
"Fixed Capital Consumption - Machinery, Equipment, etc",2013,State,Euro Million,383.6
"Fixed Capital Consumption - Machinery, Equipment, etc",2014,State,Euro Million,417.5
"Fixed Capital Consumption - Machinery, Equipment, etc",2015,State,Euro Million,441.6
"Fixed Capital Consumption - Machinery, Equipment, etc",2016,State,Euro Million,424.7
"Fixed Capital Consumption - Machinery, Equipment, etc",2017,State,Euro Million,438.5
"Fixed Capital Consumption - Machinery, Equipment, etc",2018,State,Euro Million,463.5
"Fixed Capital Consumption - Machinery, Equipment, etc",2019,State,Euro Million,491.3
"Fixed Capital Consumption - Machinery, Equipment, etc",2020,State,Euro Million,506.8
"Fixed Capital Consumption - Machinery, Equipment, etc",2021,State,Euro Million,
Fixed Capital Consumption - Farm Buildings,1990,State,Euro Million,106.4
Fixed Capital Consumption - Farm Buildings,1991,State,Euro Million,113.2
Fixed Capital Consumption - Farm Buildings,1992,State,Euro Million,117.8
Fixed Capital Consumption - Farm Buildings,1993,State,Euro Million,121.9
Fixed Capital Consumption - Farm Buildings,1994,State,Euro Million,125.0
Fixed Capital Consumption - Farm Buildings,1995,State,Euro Million,130.2
Fixed Capital Consumption - Farm Buildings,1996,State,Euro Million,134.7
Fixed Capital Consumption - Farm Buildings,1997,State,Euro Million,143.0
Fixed Capital Consumption - Farm Buildings,1998,State,Euro Million,149.1
Fixed Capital Consumption - Farm Buildings,1999,State,Euro Million,155.8
Fixed Capital Consumption - Farm Buildings,2000,State,Euro Million,167.3
Fixed Capital Consumption - Farm Buildings,2001,State,Euro Million,187.8
Fixed Capital Consumption - Farm Buildings,2002,State,Euro Million,197.7
Fixed Capital Consumption - Farm Buildings,2003,State,Euro Million,199.2
Fixed Capital Consumption - Farm Buildings,2004,State,Euro Million,209.3
Fixed Capital Consumption - Farm Buildings,2005,State,Euro Million,216.8
Fixed Capital Consumption - Farm Buildings,2006,State,Euro Million,228.0
Fixed Capital Consumption - Farm Buildings,2007,State,Euro Million,245.8
Fixed Capital Consumption - Farm Buildings,2008,State,Euro Million,278.3
Fixed Capital Consumption - Farm Buildings,2009,State,Euro Million,290.4
Fixed Capital Consumption - Farm Buildings,2010,State,Euro Million,322.0
Fixed Capital Consumption - Farm Buildings,2011,State,Euro Million,316.5
Fixed Capital Consumption - Farm Buildings,2012,State,Euro Million,321.9
Fixed Capital Consumption - Farm Buildings,2013,State,Euro Million,328.3
Fixed Capital Consumption - Farm Buildings,2014,State,Euro Million,345.4
